title,topic,pred_val,authors,journal,links,full_title,abstract
influence implant inclination prosthetic abutment type biomechanics implant supported fixed partial dentures,DENTAL/ORAL/FACIAL,99.9% DENTAL/ORAL/FACIAL; 0.0% MODELING; 0.0% ORTHOPAEDICS/SURGERY,"Poletto-Neto V, Wentz Tretto PH, Zen BM, Bacchi A, Dos Santos MBF,",*The Journal of oral implantology*,* [Influence of implant inclination and prosthetic abutment type on the biomechanics of implant-supported fixed partial dentures.](https://www.ncbi.nlm.nih.gov/pubmed/31429636),Influence of implant inclination and prosthetic abutment type on the biomechanics of implant-supported fixed partial dentures.,"Obtaining parallelism during implant placement often becomes difficult, leading to inclination of implants. The present study evaluated the stress distribution in 3-unit fixed partial dentures supported by two implants with different inclinations and prosthetic abutments. UCLAs or mini abutments were used considering 17º of implant angulation in different directions (mesial, distal, buccal, or lingual). To do so, three-dimensional finite element models were built and exported to a specific analysis software. Forces were applied to the functional cusps. Data was obtained in regard of maximum principal and von Mises stresses, in MPa. No relevant differences were observed in the stress values in the cortical and cancellous bone, and in the prosthesis with UCLA or mini abutments. However, a relevant stress reduction in the prosthetic screws of the tilted implant was observed when using UCLA abutments. According to the obtained results, it is possible to suggest that both, UCLA or mini abutments can be used for 3-unit fixed partial dentures when one of the implants is tilted. UCLA abutment might lead to less biomechanical problems related to screw loosening or fracture."
viscoelastic properties central region porcine temporomandibular joint disc shear stress relaxation,DENTAL/ORAL/FACIAL,49.2% DENTAL/ORAL/FACIAL; 26.3% TISSUE/BIOMATERIAL; 6.9% JOINT/CARTILAGE,"Barrientos E, Pelayo F, Tanaka E, Lamela-Rey MJ, Fernández-Canteli A,",*Journal of biomechanics*,* [Viscoelastic properties of the central region of porcine temporomandibular joint disc in shear stress-relaxation.](https://www.ncbi.nlm.nih.gov/pubmed/31301763),Viscoelastic properties of the central region of porcine temporomandibular joint disc in shear stress-relaxation.,"In this study, shear relaxation properties of the porcine temporomandibular joint (TMJ) disc are investigated. Previous studies have shown that, in fatigue failure and damage of cartilage and fibrocartilage, shear loads could be one of the biggest contributors to the failure. The aim of the present study is to develop an evaluation method to study shear properties of the disc and to do a mathematical characterization of it. For the experiments, twelve porcine discs were used. Each disc was dissected from the TMJ and, then, static strain control tests were carried out to obtain the shear relaxation modulus for the central region of the discs. From the results, it was found that the disc presents a viscoelastic behavior under shear loads. Relaxation modulus decreased with time. Shear relaxation was 10% of the instantaneous stress, which implies that the viscous properties of the disc cannot be neglected. The present results lead to a better understanding of the discs mechanical behavior under realistic TMJ working conditions."
effect tongue jaw coupling phonetic distinctiveness vowels amyotrophic lateral sclerosis,EVOLUTION/ANTHROPOLOGY,17.9% EVOLUTION/ANTHROPOLOGY; 16.1% GAIT/LOCOMOTION; 12.5% NEURAL,"Rong P,","*Journal of speech, language, and hearing research : JSLHR*",* [The Effect of Tongue-Jaw Coupling on Phonetic Distinctiveness of Vowels in Amyotrophic Lateral Sclerosis.](https://www.ncbi.nlm.nih.gov/pubmed/31433712),The Effect of Tongue-Jaw Coupling on Phonetic Distinctiveness of Vowels in Amyotrophic Lateral Sclerosis.,"Purpose The aim of this study was to determine the relation of tongue-jaw coupling to phonetic distinctiveness of vowels in persons at different stages (i.e., early, middle, late) of bulbar motor involvement in amyotrophic lateral sclerosis (ALS) and healthy controls. Method The pattern of spatial tongue-jaw coupling was derived from 11 individuals with ALS and 11 healthy controls using the parallel factor analysis. Two articulatory components, which correspond to tongue displacement independent of the jaw (iTongue) and jaw contribution to tongue displacement (cJaw), were extracted from the composite tongue-jaw displacement. These articulatory components were correlated with F1 (i.e., height) and F2-F1 (i.e., advancement) of 4 vowels (/i/, /u/, /æ/, and /ɔ/) across all participants in each group. In addition, a comprehensive index of functional tongue-jaw coupling was derived as the ratio of cJaw/(iTongue + cJaw), and an acoustic index of vowel distortion (VowelDis) was derived to quantify the overall disease-related changes in phonetic distinctiveness of vowels. Based on these indices, disease-related changes in tongue-jaw coupling and phonetic distinctiveness of vowels were examined in individuals at the early, middle, and late stages of the disease. Results For healthy controls, both iTongue and cJaw contributed to F2-F1, while only cJaw contributed to F1. For individuals with ALS, both iTongue and cJaw contributed to F1, whereas only cJaw contributed to F2-F1. Disease-related changes in tongue-jaw coupling included (a) an overall decrease of the percent contribution of the tongue to the composite tongue-jaw displacement accompanied by an increase of percent contribution of the jaw and (b) several changes in the direction of tongue and jaw displacements occurred at different stages of the disease. These disease-related changes in tongue-jaw coupling had various impacts on phonetic distinctiveness of vowels, resulting in (a) a backward shift of front vowels and reduced front-back vowel contrasts, which occurred early and throughout the disease stages; (b) raising of all vowels during the middle stage of the disease; and (c) reduced high-low vowel contrasts during the late stage of the disease. Overall, phonetic distinctiveness of vowels deteriorated progressively throughout the disease course. Conclusions Different from healthy controls who established optimal functional coupling between the tongue and the jaw during vowel productions, individuals at the early-to-middle stages of bulbar ALS showed various adaptive changes in tongue-jaw coupling in response to the disease-related biomechanical and muscular changes in the articulators (particularly in the tongue). These adaptive changes in tongue-jaw coupling were found to be partially effective in mitigating the negative effect of articulatory involvement on phonetic distinctiveness of vowels. As the disease progressed to the late stage, such adaptations appeared to be no longer evident, resulting in a substantial overall reduction of vowel contrasts."
effects foot orthosis inspired concept twisted osteoligamentous plate kinematics foot ankle complex walking proof concept,GAIT/LOCOMOTION,55.7% GAIT/LOCOMOTION; 9.3% REHABILITATION; 6.2% SPORT/EXERCISE,"Araújo VL, Souza TR, Magalhães FA, Santos TRT, Holt KG, Fonseca ST,",*Journal of biomechanics*,* [Effects of a foot orthosis inspired by the concept of a twisted osteoligamentous plate on the kinematics of foot-ankle complex during walking: A proof of concept.](https://www.ncbi.nlm.nih.gov/pubmed/31288932),Effects of a foot orthosis inspired by the concept of a twisted osteoligamentous plate on the kinematics of foot-ankle complex during walking: A proof of concept.,"It has been suggested that the foot acts as a twisted osteoligamentous plate to control pronation and facilitate supination during walking. The aim of this study was to investigate the effect of an orthosis inspired by the concept of a foot's twisted osteoligamentous plate on the kinematics of foot-ankle complex. Thirty-five subjects underwent a kinematic assessment of the foot-ankle complex during walking using three different orthoses: (1) Twisted Plate Spring (TPS) orthosis: inspired by the concept of a twisted osteoligamentous plate shape and made with a spring-like material (carbon fiber); (2) Flat orthosis: control orthosis made of a non-elastic material with a non-inclined surface; and (3) Rigid orthosis: control orthosis made of a non-elastic material, with the same shape of the TPS. Repeated measures analyses of variance demonstrated that the TPS reduced the duration and magnitude of rearfoot eversion (p ≤ 0.03), increased rearfoot inversion relative to shank (p < 0.01), increased forefoot eversion relative to rearfoot (p < 0.01), and increased peak of plantar flexion of forefoot relative to rearfoot during the propulsive phase (p = 0.01) compared to Flat orthosis. The effects of the TPS were different from the Rigid orthosis, demonstrating that, alongside shape, material properties were a determinant factor for the obtained results. The findings of this study help clarify the role of a mechanism similar to a twisted osteoligamentous plate on controlling foot pronation and facilitating supination during the stance phase of walking."
infant carrying techniques preferred mother friendly method,GAIT/LOCOMOTION,35.8% GAIT/LOCOMOTION; 23.7% SPORT/EXERCISE; 7.0% REHABILITATION,"Mbada CE, Adebayo OS, Olaogun MO, Johnson OE, Ogundele AO, Ojukwu CP, Akinwande OA, Makinde MO,",*Health care for women international*,* [Infant-carrying techniques: Which is a preferred mother-friendly method?](https://www.ncbi.nlm.nih.gov/pubmed/31437102),Infant-carrying techniques: Which is a preferred mother-friendly method?,"Infant carrying is still trendy among African mothers than in other climes, however, carrying techniques vary mostly along cultural divides. Using a pretest-posttest quasi-experimental design, the authors evaluated the effect of three types of infant-carrying techniques on cardiopulmonary function, metabolic expenditure, fatigue demand, and locomotion. Front wrap infant-carrying technique led to a marginally higher cardiopulmonary demand. Hip sling technique resulted in greater metabolic expenditure and oxygen consumption with high rate of perceived exertion, while back wrap technique did not significantly decrease locomotion parameters. The authors recommend back wrap infant carrying technique based on its slightly lower effects on cardiopulmonary function, metabolic expenditure, fatigue demand, and locomotion."
naviboard navichair limited translation combined full rotation efficient virtual locomotion,GAIT/LOCOMOTION,41.9% GAIT/LOCOMOTION; 15.2% REHABILITATION; 11.7% METHODS,"Nguyen-Vo T, Riecke BE, Stuerzlinger W, Pham DM, Kruijff E,",*IEEE transactions on visualization and computer graphics*,* [NaviBoard and NaviChair: Limited Translation Combined with Full Rotation for Efficient Virtual Locomotion.](https://www.ncbi.nlm.nih.gov/pubmed/31443029),NaviBoard and NaviChair: Limited Translation Combined with Full Rotation for Efficient Virtual Locomotion.,"Walking has always been considered as the gold standard for navigation in Virtual Reality research. Though full rotation is no longer a technical challenge, physical translation is still restricted through limited tracked areas. While rotational information has been shown to be important, the benefit of the translational component is still unclear with mixed results in previous work. To address this gap, we conducted a mixed-method experiment to compare four levels of translational cues and control: none (using the trackpad of the HTC Vive controller to translate), upper-body leaning (sitting on a ""NaviChair"", leaning the upper-body to locomote), whole-body leaning/stepping (standing on a platform called NaviBoard, leaning the whole body or stepping one foot off the center to navigate), and full translation (physically walking). Results showed that translational cues and control had significant effects on various measures including task performance, task load, and simulator sickness. While participants performed significantly worse when they used a controller with no embodied translational cues, there was no significant difference between the NaviChair, NaviBoard, and actual walking. These results suggest that translational body-based motion cues and control from a low-cost leaning/stepping interface might provide enough sensory information for supporting spatial updating, spatial awareness, and efficient locomotion in VR, although future work will need to investigate how these results might or might not generalize to other tasks and scenarios."
exoskeletons improve locomotion economy reducing active muscle volume,GAIT/LOCOMOTION,57.6% GAIT/LOCOMOTION; 9.8% SPORT/EXERCISE; 7.4% COMPARATIVE,"Beck ON, Punith LK, Nuckols RW, Sawicki GS,",*Exercise and sport sciences reviews*,* [Exoskeletons Improve Locomotion Economy by Reducing Active Muscle Volume.](https://www.ncbi.nlm.nih.gov/pubmed/31436749),Exoskeletons Improve Locomotion Economy by Reducing Active Muscle Volume.,"Exoskeletons that improve locomotion economy are typically engineered to reduce users' limb-joint mechanical work or moments. Yet, limb-joint dynamics do not reflect muscle dynamics, which dictate whole-body metabolic energy expenditure. Here, we hypothesize that exoskeletons primarily reduce user metabolic energy expenditure across locomotion conditions by reducing active muscle volume."
aak 2 skn 1 involved chicoric acid induced lifespan extension caenorhabditis elegans,GAIT/LOCOMOTION,60.7% GAIT/LOCOMOTION; 14.5% REHABILITATION; 9.1% JOINT/CARTILAGE,"Peng Y, Sun Q, Gao R, Park Y,",*Journal of agricultural and food chemistry*,* [AAK-2 and SKN-1 Are Involved in Chicoric-Acid-Induced Lifespan Extension in <i>Caenorhabditis elegans</i>.](https://www.ncbi.nlm.nih.gov/pubmed/30835107),AAK-2 and SKN-1 Are Involved in Chicoric-Acid-Induced Lifespan Extension in <i>Caenorhabditis elegans</i>.,"Chicoric acid is a dicaffeoyl ester with many bioactivities, including antioxidation, antidiabetes, and anti-inflammation. A previous study reported that chicoric acid extended the lifespan in <i>Caenorhabditis elegans</i>; however, the mechanism behind the effect of chicoric acid on the extended lifespan remains unknown. Consistent with the previous report, chicoric acid (25 and 50 μM) extended the maximum lifespan compared to the control (17.5 ± 3.3 and 15.6 ± 5%, respectively; <i>p</i> < 0.001 for both). The declines of the pumping rate and locomotive activity, two indicators of aging, were delayed by chicoric acid. Moreover, chicoric acid enhanced resistance to oxidative stress in <i>C. elegans</i>. It was further determined that the extended lifespan by chicoric acid was in part via <i>aak-2</i> [a homologue of adenosine monophosphate (AMP)-activated protein kinase] and <i>skn-1</i> (a homologue of nuclear factor erythroid 2-related factor 2). The current findings suggest that chicoric acid has the potential to be used as an anti-aging bioactive compound."
lower limb joint motion muscle force treadmill ground exercise,GAIT/LOCOMOTION,67.5% GAIT/LOCOMOTION; 15.8% SPORT/EXERCISE; 5.7% METHODS,"Yao J, Guo N, Xiao Y, Li Z, Li Y, Pu F, Fan Y,",*Biomedical engineering online*,* [Lower limb joint motion and muscle force in treadmill and over-ground exercise.](https://www.ncbi.nlm.nih.gov/pubmed/31438944),Lower limb joint motion and muscle force in treadmill and over-ground exercise.,"Treadmill exercise is commonly used as an alternative to over-ground walking or running. Increasing evidence indicated the kinetics of treadmill exercise is different from that of over-ground. Biomechanics of treadmill or over-ground exercises have been investigated in terms of energy consumption, ground reaction force, and surface EMG signals. These indexes cannot accurately characterize the musculoskeletal loading, which directly contributes to tissue injuries. This study aimed to quantify the differences of lower limb joint angles and muscle forces in treadmills and over-ground exercises. 10 healthy volunteers were required to walk at 100 and 120 steps/min and run at 140 and 160 steps/min on treadmill and ground. The joint flexion angles were obtained from the motion capture experiments and were used to calculate the muscle forces with an inverse dynamic method."
optimal shear cushion stiffness different gait speeds,GAIT/LOCOMOTION,44.0% GAIT/LOCOMOTION; 10.9% SPORT/EXERCISE; 10.1% METHODS,"Chen WH, Hsieh CF, Chan MS, Shih Y, Chen CH, Shiang TY,",*Journal of biomechanics*,* [Optimal shear cushion stiffness at different gait speeds.](https://www.ncbi.nlm.nih.gov/pubmed/31387697),Optimal shear cushion stiffness at different gait speeds.,"The present study quantified the effects of different shear cushion stiffness on the time to peak posterior shear force (TPPSF), peak posterior shear force (PPSF), average posterior loading rate (APLR), and maximum posterior loading rate (MPLR) at different locomotion speeds using a custom-made sliding platform, as well as to identify the optimal stiffness of shear cushion. Twelve male collegiate students (heel-strikers) performed walking at 1.5 m/s, jogging at 2.5 m/s, and running at 3.5 m/s. A custom-made sliding platform was used to provide the different shear cushion conditions. The shear cushion conditions were fixed (a fixed platform; control group), stiff (K = 2746 N/m), medium stiff (K = 2256 N/m), medium soft (K = 1667 N/m), and soft (K = 1079 N/m). The results showed that all cushion conditions produced sliding displacement and delayed the TPPSF during walking, jogging, and running compared with fixed condition. The APLR and MPLR were lowest under medium soft condition during walking, while the PPSF was similar between medium soft and soft conditions. For jogging and running, the PPSF as well as APLR and MPLR were the lowest under medium stiff condition except the maximum PLR was similar among stiff, medium stiff, and medium soft conditions during running. In conclusion, shear cushion produces appropriate sliding displacement and effectively delays the TPPSF to provide the musculoskeletal system additional time to absorb the impact and reduce loading. The present study demonstrates optimal stiffness of shear cushion at different traveling speeds and suggests that a shear cushion system can be applied in future designs of cushion structures."
physiological gait versus gait vr multidirectional treadmill comparative analysis,GAIT/LOCOMOTION,67.5% GAIT/LOCOMOTION; 7.3% METHODS; 6.4% REHABILITATION,"Jochymczyk-Woźniak K, Nowakowska K, Polechoński J, Sładczyk S, Michnik R,","*Medicina (Kaunas, Lithuania)*",* [Physiological Gait versus Gait in VR on Multidirectional Treadmill-Comparative Analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31443382),Physiological Gait versus Gait in VR on Multidirectional Treadmill-Comparative Analysis.,"Virtual reality (VR) is increasingly often finding applications in physiotherapy and health promotion. Recent years have seen the use of advanced technologies in the promotion of physical activity (PA) in society. New simulators, e.g., treadmills, enable the performance of PA (e.g., locomotive movements) in VR (artificially created virtual world). The question of how such movements are similar to natural forms of human locomotion (march, run) inspired the comparative analysis of physiological gait and gait in VR on a multidirectional Omni treadmill."
secondary hip dysplasia increases risk early coxarthritis legg calve perthes disease 255 hips,JOINT/CARTILAGE,39.2% JOINT/CARTILAGE; 19.8% ORTHOPAEDICS/SURGERY; 8.4% MODELING,"Moličnik A, Janša J, Kocjančič B, Kralj-Iglič V, Dolinar D,",*Computer methods in biomechanics and biomedical engineering*,* [Secondary hip dysplasia increases risk for early coxarthritis after Legg-Calve-Perthes disease. A study of 255 hips.](https://www.ncbi.nlm.nih.gov/pubmed/31429314),Secondary hip dysplasia increases risk for early coxarthritis after Legg-Calve-Perthes disease. A study of 255 hips.,"The biomechanical parameters of the hip joint articular surface were analysed in 141 adult hips after Legg-Calve Perthes Disease, and 114 contralateral unaffected hips (controls), by using HIPSTRESS mathematical models. Geometrical parameters, assessed from anteroposterior and axial radiograms, were used as input to models for resultant hip force and contact hip stress. Results confirm previous indications that head enlargement after the Legg-Calve-Perthes Disease compensates the values of hip stress. Furthermore, it was found that an increased risk for coxarthritis development after the disease is secondary to concomitant hip dysplasia, with considerable and statistically significantly lower centre-edge angle and unfavourable distribution of stress."
field player workload exposure knee injury risk monitoring via deep learning,METHODS,53.2% METHODS; 24.5% SPORT/EXERCISE; 7.2% MODELING,"Johnson WR, Mian A, Lloyd DG, Alderson JA,",*Journal of biomechanics*,* [On-field player workload exposure and knee injury risk monitoring via deep learning.](https://www.ncbi.nlm.nih.gov/pubmed/31307769),On-field player workload exposure and knee injury risk monitoring via deep learning.,"In sports analytics, an understanding of accurate on-field 3D knee joint moments (KJM) could provide an early warning system for athlete workload exposure and knee injury risk. Traditionally, this analysis has relied on captive laboratory force plates and associated downstream biomechanical modeling, and many researchers have approached the problem of portability by extrapolating models built on linear statistics. An alternative approach would be to capitalize on recent advances in deep learning. In this study, using the pre-trained CaffeNet convolutional neural network (CNN) model, multivariate regression of marker-based motion capture to 3D KJM for three sports-related movement types were compared. The strongest overall mean correlation to source modeling of 0.8895 was achieved over the initial 33% of stance phase for sidestepping. The accuracy of these mean predictions of the three critical KJM associated with anterior cruciate ligament (ACL) injury demonstrate the feasibility of on-field knee injury assessment using deep learning in lieu of laboratory embedded force plates. This multidisciplinary research approach significantly advances machine representation of real-world physical models with practical application for both community and professional level athletes."
wide range wireless wearable inertial motion sensing system capturing fast athletic biomechanics overhead pitching,METHODS,92.4% METHODS; 5.9% SPORT/EXERCISE; 0.3% MODELING,"Lapinski M, Brum Medeiros C, Moxley Scarborough D, Berkson E, Gill TJ, Kepple T, Paradiso JA,","*Sensors (Basel, Switzerland)*","* [A Wide-Range, Wireless Wearable Inertial Motion Sensing System for Capturing Fast Athletic Biomechanics in Overhead Pitching.](https://www.ncbi.nlm.nih.gov/pubmed/31438549)","A Wide-Range, Wireless Wearable Inertial Motion Sensing System for Capturing Fast Athletic Biomechanics in Overhead Pitching.","The standard technology used to capture motion for biomechanical analysis in sports has employed marker-based optical systems. While these systems are excellent at providing positional information, they suffer from a limited ability to accurately provide fundamental quantities such as velocity and acceleration (hence forces and torques) during high-speed motion typical of many sports. Conventional optical systems require considerable setup time, can exhibit sensitivity to extraneous light, and generally sample too slowly to accurately capture extreme bursts of athletic activity. In recent years, wireless wearable sensors have begun to penetrate devices used in sports performance assessment, offering potential solutions to these limitations. This article, after determining pressing problems in sports that such sensors could solve and surveying the state-of-the-art in wearable motion capture for sports, presents a wearable dual-range inertial and magnetic sensor platform that we developed to enable an end-to-end investigation of high-level, very wide dynamic-range biomechanical parameters. We tested our system on collegiate and elite baseball pitchers, and have derived and measured metrics to glean insight into performance-relevant motion. As this was, we believe, the first ultra-wide-range wireless multipoint and multimodal inertial and magnetic sensor array to be used on elite baseball pitchers, we trace its development, present some of our results, and discuss limitations in accuracy from factors such as soft-tissue artifacts encountered with extreme motion. In addition, we discuss new metric opportunities brought by our systems that may be relevant for the assessment of micro-trauma in baseball."
clinical applicability existing proportionality scheme three segment kinetic foot models,METHODS,58.7% METHODS; 23.6% MODELING; 5.5% GAIT/LOCOMOTION,"Eerdekens M, Staes F, Giovanni MA, Deschamps K,",*Annals of biomedical engineering*,* [Clinical Applicability of an Existing Proportionality Scheme in Three-Segment Kinetic Foot Models.](https://www.ncbi.nlm.nih.gov/pubmed/31432286),Clinical Applicability of an Existing Proportionality Scheme in Three-Segment Kinetic Foot Models.,"An important methodological challenge in multi-segment kinetic foot models is to partition the total ground reaction force across different foot segments. Several studies applied a proportionality scheme based on the combination of a pressure- and force platform. A recent study highlighted distinct errors in the partitioning of shear forces when using this proportionality scheme. To date, the impact of this shear force partitioning error analysis on joint moment calculations using inverse dynamic calculations in pathological gait is not known. Hence, the goal of this study was to investigate the clinical applicability of an existing proportionality scheme by extending the shear force partitioning error analysis towards joint moment calculations. Both healthy (n = 10) and pathological gait (n = 10) was assessed using (I) an adjacent force plate method and (II) the estimation method based on an existing proportionality scheme. A correction factor matrix was developed to compensate for the shear force partitioning errors in the estimation method. Extending the shear force partitioning error analysis towards joint moments using inverse dynamic calculations, did not reveal significant differences when comparing corrected joint moments with the estimated joint moments in both healthy and pathological gait."
comparative biomechanical evaluation two technologically different microprocessor controlled prosthetic knee joints safety relevant daily life situations,METHODS,95.5% METHODS; 2.9% TISSUE/BIOMATERIAL; 0.4% MODELING,"Bellmann M, Köhler TM, Schmalz T,",*Biomedizinische Technik. Biomedical engineering*,* [Comparative biomechanical evaluation of two technologically different microprocessor-controlled prosthetic knee joints in safety-relevant daily-life situations.](https://www.ncbi.nlm.nih.gov/pubmed/30540556),Comparative biomechanical evaluation of two technologically different microprocessor-controlled prosthetic knee joints in safety-relevant daily-life situations.,"Safety-relevant gait situations (walking on stairs and slopes, walking backwards, walking with small steps, simulated perturbations of swing phase extension) were investigated in a motion analysis laboratory with six unilateral transfemoral amputees using two different microprocessor-controlled prosthetic knee joints (Rheo Knee XC, C-Leg). A randomized crossover design was chosen. The study results imply that the performance and safety potential of a microprocessor-controlled knee joint can be associated with the individual control algorithms and the technological concepts that are implemented to generate motion resistances for controlling flexion and extension movements. When walking with small steps, advantages of the ""default swing"" concept used in the Rheo Knee XC were identified due to a highly reproducible swing phase release. However, when walking backwards, this concept may lead to an uncontrolled knee flexion which partly resulted in falls. When walking down stairs, walking on slopes or while recovering from a stumble after perturbations of the swing phase extension, the C-Leg demonstrated a reliable prosthetic side load-bearing capacity resulting in reduced loading on the residual body. In contrast, the Rheo Knee XC required increased compensatory movements of the remaining locomotor system in order to compensate for reduced load-bearing and safety reserves."
ergonomic endoscopy oxymoron realistic goal,METHODS,15.8% METHODS; 13.6% MODELING; 8.8% REHABILITATION,"Shergill AK, McQuaid KR,",*Gastrointestinal endoscopy*,* [Ergonomic endoscopy: An oxymoron or realistic goal?](https://www.ncbi.nlm.nih.gov/pubmed/31449788),Ergonomic endoscopy: An oxymoron or realistic goal?,"The current endoscope design is not ergonomic. There is a high prevalence of endoscopy-related injury reported in the literature, and studies have demonstrated high-risk biomechanical exposures during the performance of routine colonoscopy. Endoscopy ergonomics focuses on understanding the endoscopist's interaction with the endoscope and the endoscopy unit and re-designing these tasks to minimize risk of endoscopy-related injury. The conversation to date has focused on what the endoscopist can do to minimize his or her risk of injury. It is imperative that we re-frame that discussion because the implication that physicians are responsible for implementing personal or workplace interventions places an undue burden on the physicians and will be the least-effective exposure control method. The endoscope companies need to consider the endoscopist in their design process. As a profession, we need to collectively advocate for endoscopist safety. We offer a perspective on how ergonomic endoscopy can become a realistic and achievable goal."
test systems biomechanical evaluation hip protectors systematic review,METHODS,26.5% METHODS; 14.7% REHABILITATION; 12.2% JOINT/CARTILAGE,"Yahaya SA, Ripin ZM, Ridzwan MIZ,",*Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA*,* [Test systems for the biomechanical evaluation of hip protectors: a systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/31446442),Test systems for the biomechanical evaluation of hip protectors: a systematic review.,"Various mechanical and biomechanical test systems to evaluate the effectiveness of hip protectors designed to prevent hip fracture as a result of falls were examined in this review. The articles considered were selected systematically. The effect of differences in design criteria was demonstrated, and it was observed that the impact energy employed during testing dramatically affects the performance of the hip protector. Over the past three decades, researchers have continuously experimented with various systems to determine the efficacy of various hip protectors. The primary aim has been to make informed decisions in optimizing hip protector design. This article provides a systematic review of various test systems employed in the determination of the biomechanical efficacy of hip protectors. A systematic literature search was carried out, and 28 relevant articles were included to demonstrate the effect of test systems in the evaluation of the biomechanical effectiveness of hip protectors. Methodological studies illustrated the appropriate use of impact testing systems for the simulation of hip anatomy and fall dynamics in evaluating the effectiveness of hip protectors in preventing a hip fracture. This systematic review has demonstrated the effect of the variability of test systems on the evaluation of impact attenuation by various hip protectors. The lack of standardized test systems accounts for the inconsistencies in the test results of the efficacy of hip protectors. This has been a major challenge in the efforts of researchers to optimize the interventions. The standardization of test systems may require needed improvements immediately as opposed to the development of new interventions in order to ensure that only hip protectors with adequately proven efficacies are deployed for clinical trials or for the protection of the hips of vulnerable individuals from sideways impact."
rapid predictive simulations complex musculoskeletal models suggest diverse healthy pathological human gaits emerge similar control strategies,MODELING,90.3% MODELING; 3.4% GAIT/LOCOMOTION; 2.0% ROBOTICS,"Falisse A, Serrancolí G, Dembia CL, Gillis J, Jonkers I, De Groote F,","*Journal of the Royal Society, Interface*",* [Rapid predictive simulations with complex musculoskeletal models suggest that diverse healthy and pathological human gaits can emerge from similar control strategies.](https://www.ncbi.nlm.nih.gov/pubmed/31431186),Rapid predictive simulations with complex musculoskeletal models suggest that diverse healthy and pathological human gaits can emerge from similar control strategies.,"Physics-based predictive simulations of human movement have the potential to support personalized medicine, but large computational costs and difficulties to model control strategies have limited their use. We have developed a computationally efficient optimal control framework to predict human gaits based on optimization of a performance criterion without relying on experimental data. The framework generates three-dimensional muscle-driven simulations in 36 min on average-more than 20 times faster than existing simulations-by using direct collocation, implicit differential equations and algorithmic differentiation. Using this framework, we identified a multi-objective performance criterion combining energy and effort considerations that produces physiologically realistic walking gaits. The same criterion also predicted the walk-to-run transition and clinical gait deficiencies caused by muscle weakness and prosthesis use, suggesting that diverse healthy and pathological gaits can emerge from the same control strategy. The ability to predict the mechanics and energetics of a broad range of gaits with complex three-dimensional musculoskeletal models will allow testing novel hypotheses about gait control and hasten the development of optimal treatments for neuro-musculoskeletal disorders."
evaluation two wheelchair hand rim models contact pressure distribution straight line curve trajectories,MODELING,16.8% MODELING; 12.7% VETERINARY/AGRICULTURAL; 9.6% REHABILITATION,"Silva DC, Paschoarelli LC, Medola FO,",*Ergonomics*,* [Evaluation of two wheelchair hand rim models: contact pressure distribution in straight line and curve trajectories.](https://www.ncbi.nlm.nih.gov/pubmed/31446854),Evaluation of two wheelchair hand rim models: contact pressure distribution in straight line and curve trajectories.,"Manual wheelchairs are essential for people with disabilities or limited mobility. However, manual propulsion causes biomechanical loads, including contact pressures on the palms of the hands. The hand rim design has received little attention over time, remaining almost unchanged since its creation. This study investigated how two different designs of such devices - one standard and another with a contoured design - influence the contact pressure on the surface of the hands. The procedures included a figure-of-eight shape propulsion task on a regular floor, using both models on a wheelchair. A pressure-mapping system coupled with a pair of fabric gloves recorded the data. The results show that the contoured hand rim provides lower pressure in most of the analysed regions. Considering that manual propulsion is performed during a considerable part of the day as a routine activity, improving the hand rim interface may benefit the user's comfort and safety during wheelchair use. Practitioner Summary: The design of the hand rim used in wheelchair propulsion influences the contact pressure on the hands. Conventional round tube rims tend to concentrate high levels of pressure on the distal phalanges and metacarpal regions. A contoured design generally provides better stability and promotes the distribution of pressure."
