title,topic,pred_val,authors,journal,links,full_title,abstract
controlling organization forces active matter optically defined boundaries,CELLULAR/SUBCELLULAR,85.7% CELLULAR/SUBCELLULAR; 3.7% TISSUE/BIOMATERIAL; 2.8% NEURAL,"Ross TD, Lee HJ, Qu Z, Banks RA, Phillips R, Thomson M,",*Nature*,* [Controlling organization and forces in active matter through optically defined boundaries.](https://www.ncbi.nlm.nih.gov/pubmed/31391558),Controlling organization and forces in active matter through optically defined boundaries.,"Living systems are capable of locomotion, reconfiguration and replication. To perform these tasks, cells spatiotemporally coordinate the interactions of force-generating, 'active' molecules that create and manipulate non-equilibrium structures and force fields of up to millimetre length scales<sup>1-3</sup>. Experimental active-matter systems of biological or synthetic molecules are capable of spontaneously organizing into structures<sup>4,5</sup> and generating global flows<sup>6-9</sup>. However, these experimental systems lack the spatiotemporal control found in cells, limiting their utility for studying non-equilibrium phenomena and bioinspired engineering. Here we uncover non-equilibrium phenomena and principles of boundary-mediated control by optically modulating structures and fluid flow in an engineered system of active biomolecules. Our system consists of purified microtubules and light-activatable motor proteins that crosslink and organize the microtubules into distinct structures upon illumination. We develop basic operations-defined as sets of light patterns-to create, move and merge the microtubule structures. By combining these operations, we create microtubule networks that span several hundred micrometres in length and contract at speeds up to an order of magnitude higher than the speed of an individual motor protein. We manipulate these contractile networks to generate and sculpt persistent fluid flows. The principles of boundary-mediated control that we uncover may be used to study emergent cellular structures and forces and to develop programmable active-matter devices."
elastic modulus migration capability drug treated leukemia cells k562,CELLULAR/SUBCELLULAR,97.0% CELLULAR/SUBCELLULAR; 1.4% TISSUE/BIOMATERIAL; 0.5% BONE,"Wang K, Xue Y, Peng Y, Pang X, Zhang Y, Ruiz-Ortega LI, Tian Y, Ngan AHW, Tang B,",*Biochemical and biophysical research communications*,* [Elastic modulus and migration capability of drug treated leukemia cells K562.](https://www.ncbi.nlm.nih.gov/pubmed/31204049),Elastic modulus and migration capability of drug treated leukemia cells K562.,"Leukemia is a commonly seen disease caused by abnormal differentiation of hematopoietic stem cells and blasting in bone marrow. Despite drugs are used to treat the disease clinically, the influence of these drugs on leukemia cells' biomechanical properties, which are closely related to complications like leukostasis or infiltration, is still unclear. Due to non-adherent and viscoelastic nature of leukemia cells, accurate measurement of their elastic modulus is still a challenging issue. In this study, we adopted rate-jump method together with optical tweezers indentation to accurately measure elastic modulus of leukemia cells K562 after phorbol 12-myristate 13-acetate (PMA), all-trans retinoic acid (ATRA), Cytoxan (CTX), and Dexamethasone (DEX) treatment, respectively. We found that compared to control sample, K562 cells treated by PMA showed nearly a threefold increase in elastic modulus. Transwell experiment results suggested that the K562 cells treated with PMA have the lowest migration capability. Besides, it was shown that the cytoskeleton protein gene α-tubulin and vimentin have a significant increase in expression after PMA treatment by qPCR. The results indicate that PMA has a significant influence on protein expression, stiffness, and migration ability of the leukemia cell K562, and may also play an important role in the leukostasis in leukemia."
ventral epithelium trichoplax adhaerens deploys distinct patterns cells secrete digestive enzymes mucus diverse neuropeptides,CELLULAR/SUBCELLULAR,72.3% CELLULAR/SUBCELLULAR; 15.5% COMPARATIVE; 2.6% EVOLUTION/ANTHROPOLOGY,"Mayorova TD, Hammar K, Winters CA, Reese TS, Smith CL,",*Biology open*,"* [The ventral epithelium of <i>Trichoplax adhaerens</i> deploys in distinct patterns cells that secrete digestive enzymes, mucus or diverse neuropeptides.](https://www.ncbi.nlm.nih.gov/pubmed/31366453)","The ventral epithelium of <i>Trichoplax adhaerens</i> deploys in distinct patterns cells that secrete digestive enzymes, mucus or diverse neuropeptides.","The disk-shaped millimeter-sized marine animal, <i>Trichoplax adhaerens</i>, is notable because of its small number of cell types and primitive mode of feeding. It glides on substrates propelled by beating cilia on its lower surface and periodically pauses to feed on underlying microorganisms, which it digests externally. Here, a combination of advanced electron and light microscopic techniques are used to take a closer look at its secretory cell types and their roles in locomotion and feeding. We identify digestive enzymes in lipophils, a cell type implicated in external digestion and distributed uniformly throughout the ventral epithelium except for a narrow zone near its edge. We find three morphologically distinct types of gland cell. The most prevalent contains and secretes mucus, which is shown to be involved in adhesion and gliding. Half of the mucocytes are arrayed in a tight row around the edge of the ventral epithelium while the rest are scattered further inside, in the region containing lipophils. The secretory granules in mucocytes at the edge label with an antibody against a neuropeptide that was reported to arrest ciliary beating during feeding. A second type of gland cell is arrayed in a narrow row just inside the row of mucocytes while a third is located more centrally. Our maps of the positions of the structurally distinct secretory cell types provide a foundation for further characterization of the multiple peptidergic cell types in <i>Trichoplax</i> and the microscopic techniques we introduce provide tools for carrying out these studies."
seed flying like bullet ballistic seed dispersal chinese witch hazel hamamelis mollis oliv hamamelidaceae,COMPARATIVE,44.8% COMPARATIVE; 23.9% EVOLUTION/ANTHROPOLOGY; 7.9% CELLULAR/SUBCELLULAR,"Poppinga S, Böse AS, Seidel R, Hesse L, Leupold J, Caliaro S, Speck T,","*Journal of the Royal Society, Interface*","* [A seed flying like a bullet: ballistic seed dispersal in Chinese witch-hazel (Hamamelis mollis OLIV., Hamamelidaceae).](https://www.ncbi.nlm.nih.gov/pubmed/31387485)","A seed flying like a bullet: ballistic seed dispersal in Chinese witch-hazel (Hamamelis mollis OLIV., Hamamelidaceae).","The fruits of Chinese witch-hazel (Hamamelis mollis, Hamamelidaceae) act as 'drying squeeze catapults', shooting their seeds several metres away. During desiccation, the exocarp shrinks and splits open, and subsequent endocarp deformation is a complex three-dimensional shape change, including formation of dehiscence lines, opening of the apical part and formation of a constriction at the middle part. Owing to the constriction forming, mechanical pressure is increasingly applied on the seed until ejection. We describe a structural latch system consisting of connective cellular structures between endocarp and seed, which break with a distinct cracking sound upon ejection. A maximum seed velocity of 12.3 m s<sup>-1</sup>, maximum launch acceleration of 19 853 m s<sup>-2</sup> (approx. 2000g) and maximum seed rotational velocity of 25 714 min<sup>-1</sup> were measured. We argue that miniscule morphological differences between the inner endocarp surface and seed, which features a notable ridge, are responsible for putting spin on the seed. This hypothesis is further corroborated by the observation that there is no preferential seed rotation direction among fruits. Our findings show that H. mollis has evolved similar mechanisms for stabilizing a 'shot out' seed as humans use for stabilizing rifle bullets and are discussed in an ecological (dispersal biology), biomechanical (seed ballistics) and functional-morphological (fine-tuning and morphospace of functional endocarps) contexts, and promising additional aspects for future studies are proposed."
large animals exclusively use springs jump jump higher without,COMPARATIVE,37.0% COMPARATIVE; 20.8% SPORT/EXERCISE; 9.7% MODELING,"Sutton GP, Mendoza E, Azizi E, Longo SJ, Olberding JP, Ilton M, Patek SN,",*Integrative and comparative biology*,* [Why don't large animals exclusively use springs to jump? Because they can jump higher without them.](https://www.ncbi.nlm.nih.gov/pubmed/31399734),Why don't large animals exclusively use springs to jump? Because they can jump higher without them.,"As animals get smaller, their ability to generate usable work from muscle contraction is decreased by the muscle's force-velocity properties, thereby reducing their effective jump height. Very small animals use a spring-actuated system, which prevents velocity effects from reducing available energy. Since force-velocity properties reduce the usable work in even larger animals, why don't larger animals use spring-actuated jumping systems as well? We will show that muscle length-tension properties limit spring-actuated systems to generating a maximum 1/3 of the possible work that a muscle could produce - greatly restricting the jumping height of spring-actuated jumpers. Thus a spring-actuated jumping animal has a jumping height that is 1/3 of the maximum possible jump height achievable were 100% of the possible muscle work available. Larger animals, which could theoretically use all of the available muscle energy, have a maximum jumping height that asymptotically approaches a value that is about 3 times higher than that of spring-actuated jumpers. Furthermore, a size related 'crossover point' is evident for these two jumping mechanisms: animals smaller than this point can jump higher with a spring-actuated mechanism, while animals larger than this point can jump higher with a muscle-actuated mechanism. We demonstrate how this limit on energy storage is a consequence of the interaction between length-tension properties of muscles and spring stiffness. We indicate where this crossover point occurs based on modelling and then use jumping data from the literature to validate that larger jumping animals generate greater jump heights with muscle-actuated systems than spring-actuated systems."
overview hand postures aging morphological changes median nerve,COMPARATIVE,25.0% COMPARATIVE; 20.0% EVOLUTION/ANTHROPOLOGY; 12.3% NEURAL,"Loh PY, Yeoh WL, Muraki S,",*Journal of physiological anthropology*,* [An overview of hand postures and aging on morphological changes of the median nerve.](https://www.ncbi.nlm.nih.gov/pubmed/31395098),An overview of hand postures and aging on morphological changes of the median nerve.,High-resolution ultrasound is being widely used in carpal tunnel examination to understand morphological and biomechanical characteristics of the median nerve and surrounding anatomy structures.
adhesive latching legless leaping small worm like insect larvae,COMPARATIVE,87.0% COMPARATIVE; 2.8% EVOLUTION/ANTHROPOLOGY; 2.6% SPORT/EXERCISE,"Farley GM, Wise MJ, Harrison JS, Sutton GP, Kuo C, Patek SN,",*The Journal of experimental biology*,"* [Adhesive latching and legless leaping in small, worm-like insect larvae.](https://www.ncbi.nlm.nih.gov/pubmed/31395610)","Adhesive latching and legless leaping in small, worm-like insect larvae.","Jumping is often achieved using propulsive legs, yet legless leaping has evolved multiple times. We examined the kinematics, energetics and morphology of long-distance jumps produced by the legless larvae of gall midges (<i>Asphondylia</i> sp.). They store elastic energy by forming their body into a loop and pressurizing part of their body to form a transient 'leg'. They prevent movement during elastic loading by placing two regions covered with microstructures against each other, which likely serve as a newly described adhesive latch. Once the latch releases, the transient 'leg' launches the body into the air. Their average takeoff speeds (mean: 0.85 m s<sup>-1</sup>; range: 0.39-1.27 m s<sup>-1</sup>) and horizontal travel distances (up to 36 times body length or 121 mm) rival those of legged insect jumpers and their mass-specific power density (mean: 910 W kg<sup>-1</sup>; range: 150-2420 W kg<sup>-1</sup>) indicates the use of elastic energy storage to launch the jump. Based on the forces reported for other microscale adhesive structures, the adhesive latching surfaces are sufficient to oppose the loading forces prior to jumping. Energetic comparisons of insect larval crawling versus jumping indicate that these jumps are orders of magnitude more efficient than would be possible if the animals had crawled an equivalent distance. These discoveries integrate three vibrant areas in engineering and biology - soft robotics, small, high-acceleration systems, and adhesive systems - and point toward a rich, and as-yet untapped area of biological diversity of worm-like, small, legless jumpers."
cockroaches use diverse strategies self right ground,COMPARATIVE,71.3% COMPARATIVE; 8.1% GAIT/LOCOMOTION; 5.2% ROBOTICS,"Li C, Wöhrl T, Lam HK, Full RJ,",*The Journal of experimental biology*,* [Cockroaches use diverse strategies to self-right on the ground.](https://www.ncbi.nlm.nih.gov/pubmed/31399510),Cockroaches use diverse strategies to self-right on the ground.,"Terrestrial animals often must self-right from an upside-down orientation on the ground to survive. Here, we compared self-righting strategies of the Madagascar hissing, American and discoid cockroaches on a challenging flat, rigid, low-friction surface to quantify the mechanical principles. All three species almost always self-righted (97% probability) when given time (30 s), frequently self-righted (63%) on the first attempt, and on that attempt did so in 1 s or less. When successful, two of the three species gained and used pitch and/or roll rotational kinetic energy to overcome potential energy barriers (American 63% of all attempts and discoid 78%). By contrast, the largest, heaviest, wingless cockroach (Madagascar hissing) relied far less on the energy of motion and was the slowest to self-right. Two of the three species used rolling strategies to overcome low potential energy barriers. Successful righting attempts had greater rolling rotation than failed attempts as the center of mass rose to the highest position. Madagascar hissing cockroaches rolled using body deformation (98% of all trials) and the American cockroach rolled using leg forces (93%). By contrast, the discoid cockroach overcame higher and a wider range of potential energy barriers with simultaneous pitching and rolling using the wings (46% of all trials) and legs (49%) equally to self-right. Our quantification revealed the performance advantages of using rotational kinetic energy to overcome the potential energy barrier and rolling more to lower it, while maintaining diverse strategies for ground-based self-righting."
beyond power amplification latch mediated spring actuation emerging framework diverse elastic systems,COMPARATIVE,37.9% COMPARATIVE; 15.6% ROBOTICS; 12.2% CELLULAR/SUBCELLULAR,"Longo SJ, Cox SM, Azizi E, Ilton M, Olberding JP, St Pierre R, Patek SN,",*The Journal of experimental biology*,* [Beyond power amplification: latch-mediated spring actuation is an emerging framework for the study of diverse elastic systems.](https://www.ncbi.nlm.nih.gov/pubmed/31399509),Beyond power amplification: latch-mediated spring actuation is an emerging framework for the study of diverse elastic systems.,"Rapid biological movements, such as the extraordinary strikes of mantis shrimp and accelerations of jumping insects, have captivated generations of scientists and engineers. These organisms store energy in elastic structures (e.g. springs) and then rapidly release it using latches, such that movement is driven by the rapid conversion of stored elastic to kinetic energy using springs, with the dynamics of this conversion mediated by latches. Initially drawn to these systems by an interest in the muscle power limits of small jumping insects, biologists established the idea of power amplification, which refers both to a measurement technique and to a conceptual framework defined by the mechanical power output of a system exceeding muscle limits. However, the field of fast elastically driven movements has expanded to encompass diverse biological and synthetic systems that do not have muscles - such as the surface tension catapults of fungal spores and launches of plant seeds. Furthermore, while latches have been recognized as an essential part of many elastic systems, their role in mediating the storage and release of elastic energy from the spring is only now being elucidated. Here, we critically examine the metrics and concepts of power amplification and encourage a framework centered on latch-mediated spring actuation (LaMSA). We emphasize approaches and metrics of LaMSA systems that will forge a pathway toward a principled, interdisciplinary field."
effects buccal thickness augmentation bone remodeling maxillary anterior implantation,DENTAL/ORAL/FACIAL,56.1% DENTAL/ORAL/FACIAL; 39.1% BONE; 1.4% ORTHOPAEDICS/SURGERY,"Zheng K, Yoda N, Chen J, Liao Z, Zhong J, Koyama S, Peck C, Swain M, Sasaki K, Li Q,",*Biomechanics and modeling in mechanobiology*,* [Effects of buccal thickness augmentation on bone remodeling after maxillary anterior implantation.](https://www.ncbi.nlm.nih.gov/pubmed/31396806),Effects of buccal thickness augmentation on bone remodeling after maxillary anterior implantation.,"The biomechanics associated with buccal bone thickness (BBT) augmentation remains poorly understood, as there is no consistent agreement in the adequate BBT to avoid over-loading resorption or over-augmenting surgical difficulty. This study utilizes longitudinal clinical image data to establish a self-validating time-dependent finite element (FE)-based remodeling procedure to explore the effects of different buccal bone thicknesses on long-term bone remodeling outcomes in silico. Based upon the clinical computed tomography (CT) scans, a patient-specific heterogeneous FE model was constructed to enable virtual BBT augmentation at four different levels (0.5, 1.0, 1.5, and 2.0 mm), followed by investigation into the bone remodeling behavior of the different case scenarios. The findings indicated that although peri-implant bone resorption decreased with increasing initial BBT from 0.5 to 2 mm, different levels of the reduction in bone loss were associated with the amount of bone augmentation. In the case of 0.5 mm BBT, overloading resorption was triggered during the first 18 months, but such bone resorption was delayed when the BBT increased to 1.5 mm. It was found that when the BBT reached a threshold thickness of 1.5 mm, the bone volume can be better preserved. This finding agrees with the consensus in dental clinic, in which 1.5 mm BBT is considered clinically justifiable for surgical requirement of bone graft. In conclusion, this study introduced a self-validating bone remodeling algorithm in silico, and it divulged that the initial BBT affects the bone remodeling outcome significantly, and a sufficient initial BBT is considered essential to assure long-term stability and success of implant treatment."
head turning morphologies evolution shape diversity mammalian atlas axis complex,EVOLUTION/ANTHROPOLOGY,70.7% EVOLUTION/ANTHROPOLOGY; 28.9% COMPARATIVE; 0.1% VETERINARY/AGRICULTURAL,"Vander Linden A, Campbell KM, Bryar EK, Santana SE,",*Evolution; international journal of organic evolution*,* [Head-turning morphologies: evolution of shape diversity in the mammalian atlas-axis complex.](https://www.ncbi.nlm.nih.gov/pubmed/31386176),Head-turning morphologies: evolution of shape diversity in the mammalian atlas-axis complex.,"Mammals flex, extend, and rotate their spines as they perform behaviors critical for survival, such as foraging, consuming prey, locomoting, and interacting with conspecifics or predators. The atlas-axis complex is a mammalian innovation that allows precise head movements during these behaviors. While morphological variation in other vertebral regions has been linked to ecological differences in mammals, less is known about morphological specialization in the cervical vertebrae, which are developmentally constrained in number but highly variable in size and shape. Here, we present the first phylogenetic comparative study of the atlas-axis complex across mammals. We used spherical harmonics to quantify 3D shape variation of the atlas and axis across a diverse sample of species, and performed phylogenetic analyses to investigate if vertebral shape is associated with body size, locomotion, and diet. We found that differences in atlas and axis shape are partly explained by phylogeny, and that mammalian subclades differ in morphological disparity. Atlas and axis shape diversity is associated with differences in body size and locomotion; large terrestrial mammals have craniocaudally elongated vertebrae, while smaller mammals and aquatic mammals have more compressed vertebrae. These results provide a foundation for investigating functional hypotheses underlying the evolution of neck morphologies across mammals. This article is protected by copyright. All rights reserved."
evaluation lower limb neuromuscular system observability estimability muscle activity,GAIT/LOCOMOTION,29.8% GAIT/LOCOMOTION; 20.6% MODELING; 19.3% NEURAL,"Song H, Hori Y,",*Journal of motor behavior*,* [Evaluation of Lower Limb Neuromuscular System Observability and Estimability of Muscle Activity.](https://www.ncbi.nlm.nih.gov/pubmed/31389765),Evaluation of Lower Limb Neuromuscular System Observability and Estimability of Muscle Activity.,"In this work, we describe a method for estimating the muscle activity without drawing any assumptions regarding optimality principles in human motor control strategies; further, the method does not require any neural circuitry modeling which limits the neurophysiological terms and estimability of the method. We introduce the concept of system observability, which can reconstruct states from outputs and their derivatives based on system dynamics. Based on neuromuscular system observability, we estimate the muscle activity from joint torques and kinematics of multiple locomotive gaits, while considering the unknown neural inputs as system disturbances. Moreover, to quantify the robustness of the method, the degree of observability and parameter sensitivity are evaluated. Finally, the neurophysiological implications and generality of the method are addressed."
predicting transitioning walking gaits hip knee joint trajectories motion walking canes,GAIT/LOCOMOTION,39.4% GAIT/LOCOMOTION; 15.9% METHODS; 10.4% REHABILITATION,"Boudali AM, Sinclair PJ, Manchester IR,",*IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society*,* [Predicting Transitioning Walking Gaits: Hip and Knee Joint Trajectories from the Motion of Walking Canes.](https://www.ncbi.nlm.nih.gov/pubmed/31398125),Predicting Transitioning Walking Gaits: Hip and Knee Joint Trajectories from the Motion of Walking Canes.,"In recent years, wearable exoskeletons and powered prosthetics have been considered key elements to remedy mobility loss. One of the main challenges pertaining to this field is the prediction of the wearer's desired motion. In this paper, we perform a human locomotion analysis, and we investigate the accuracy of predicting the angular position of the lower limb joints from the motion of walking canes. Nine healthy subjects took part of this study and performed a locomotor task that comprised straight walking on flat ground, stair ascent, and upright resting posture. Recurrent Neural Networks and polynomial fitting using Least Squares were used to model dynamic and static non-linear mappings, respectively, between the motion of a cane and its contra-lateral leg joints. A successful prediction of both the hip and knee joints was achieved using information from the cane only, and significant improvement of the prediction error was realized through the addition of data from the arm joints. Overall, Recurrent Neural Networks outperformed Least Squares for both joints' angular position prediction. When using the cane only, the static maps were able to predict steady behaviour but failed in predicting transitioning, as opposed to RNN, which was able to capture both steady behaviour and transitions."
biomechanical effect foot orthoses rearfoot motions joint moment parameters patients flexible flatfoot,GAIT/LOCOMOTION,59.0% GAIT/LOCOMOTION; 9.9% JOINT/CARTILAGE; 8.1% REHABILITATION,"Han K, Bae K, Levine N, Yang J, Lee JS,",*Medical science monitor : international medical journal of experimental and clinical research*,* [Biomechanical Effect of Foot Orthoses on Rearfoot Motions and Joint Moment Parameters in Patients with Flexible Flatfoot.](https://www.ncbi.nlm.nih.gov/pubmed/31393860),Biomechanical Effect of Foot Orthoses on Rearfoot Motions and Joint Moment Parameters in Patients with Flexible Flatfoot.,"BACKGROUND The effect of foot orthoses in terms of kinematics and kinetics during walking could be affected on different geometrical designs. Therefore, the purpose of this study was to compare the biomechanical and clinical effects of 3 different insoles on rearfoot motion (RFM) and ankle joint moment parameters. MATERIAL AND METHODS Twenty eight university students with flexible flatfoot were recruited for this study, and each participant was asked to wear 3 different insoles: normal insole without arch support function, type A insole with only arch support function, and type B insole with both arch support and cushion pads for shock absorbing functions. Three-dimensional motion analysis was performed to compute the ranges and peak orientation angles of RFM and ankle joint moment parameters. RESULTS The type A and type B insoles exhibited significantly smaller peak everted position and evertor moment than the normal insole. Also, the type A insole showed significantly smaller range of rearfoot motion in the longitudinal axis and the length of MA (moment arm) in the mediolateral axis than the normal insole. CONCLUSIONS The use of the type A insole using arch support function was induced to promote a cautious gait pattern associated with a relatively lower potential risk compared to the normal insole. The type A and type B insoles could be important to positively reduce the possibility of injury. Also, the smaller length of MA in the type A insole might have a contribution to the decrease of ankle joint evertor moment."
connecting legs spring improves human running economy,GAIT/LOCOMOTION,97.7% GAIT/LOCOMOTION; 0.7% SPORT/EXERCISE; 0.6% COMPARATIVE,"Simpson CS, Welker CG, Uhlrich SD, Sketch SM, Jackson RW, Delp SL, Collins SH, Selinger JC, Hawkes EW,",*The Journal of experimental biology*,* [Connecting the legs with a spring improves human running economy.](https://www.ncbi.nlm.nih.gov/pubmed/31395676),Connecting the legs with a spring improves human running economy.,"Human running is inefficient. For every ten calories burned, less than one is needed to maintain a constant forward velocity-the remaining energy is, in a sense, wasted. The majority of this wasted energy is expended to support the bodyweight and redirect the center of mass during the stance phase of gait. An order of magnitude less energy is expended to brake and accelerate the swinging leg. Accordingly, most devices designed to increase running efficiency have targeted the costlier stance phase of gait. An alternative approach is seen in nature: spring-like tissues in some animals and humans are believed to assist leg swing. While it has been assumed that such a spring simply offloads the muscles that swing the legs, thus saving energy, this mechanism has not been experimentally investigated. Here we show that a spring, or 'exotendon', connecting the legs of a human reduces the energy required for running by 6.4±2.8%, and does so through a complex mechanism that produces savings beyond those associated with leg swing. The exotendon applies assistive forces to the swinging legs, increasing the energy optimal stride frequency. Runners then adopt this frequency, taking faster and shorter strides, and reduce the joint mechanical work to redirect their center of mass. Our study shows how a simple spring improves running economy through a complex interaction between the changing dynamics of the body and the adaptive strategies of the runner, highlighting the importance of considering each when designing systems that couple human and machine."
terrestrial locomotion svalbard rock ptarmigan comparing field laboratory treadmill studies,GAIT/LOCOMOTION,52.9% GAIT/LOCOMOTION; 40.2% COMPARATIVE; 1.4% EVOLUTION/ANTHROPOLOGY,"Marmol-Guijarro AC, Nudds RL, Marrin JC, Folkow LP, Codd JR,",*Scientific reports*,* [Terrestrial locomotion of the Svalbard rock ptarmigan: comparing field and laboratory treadmill studies.](https://www.ncbi.nlm.nih.gov/pubmed/31391515),Terrestrial locomotion of the Svalbard rock ptarmigan: comparing field and laboratory treadmill studies.,"Research into the terrestrial locomotion of birds is often based upon laboratory treadmill experiments. However, it is unclear how transposable these results are for birds moving in the wild. Here, using video recordings, we compared the kinematics of locomotion (stride frequency, stride length, stance phase, swing phase, duty factor) and speed range of Svalbard rock ptarmigan (Lagopus muta hyperborea) under field and laboratory treadmill conditions. Our findings indicate that the kinematics of walking and aerial running are conserved when moving on the treadmill and in the field. Differences, however, were found when grounded running under the two conditions, linked to substrate. Substrate effects were confirmed by analysing trials only moving over very hard snow. In line with laboratory treadmill energetic predictions, wild ptarmigan have a preferred speed during walking and to a lesser extent when aerial running but not when moving with a grounded running gait. The birds were also capable of a higher top speed in the field than that observed during treadmill studies. Our findings demonstrate that laboratory treadmill research provides meaningful information relevant to wild birds while highlighting the importance of understanding the substrate the animals are moving over."
methodological tools used tripping gait analysis elderly prosthetic limb users systematic review,GAIT/LOCOMOTION,44.3% GAIT/LOCOMOTION; 26.2% METHODS; 4.3% MODELING,"Rossignaud R, Oliveira ACP, Lara JPR, Mayor JJV, Rodacki ALF,",*Aging clinical and experimental research*,* [Methodological tools used for tripping gait analysis of elderly and prosthetic limb users: a systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/31388981),Methodological tools used for tripping gait analysis of elderly and prosthetic limb users: a systematic review.,"Tripping during walking is known to be the predominant cause of falls in elderly and prosthetic limb users. To standardise measurements and analysis of trips, it is critical to summarise the methods used in laboratory-controlled trials."
novel hd semg preprocessing method integrating muscle activation heterogeneity analysis kurtosis guided filtering high accuracy joint force estimation,METHODS,85.1% METHODS; 9.1% MODELING; 1.0% NEURAL,"Zhang C, Chen X, Cao S, Zhang X, Chen X,",*IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society*,* [A Novel HD-sEMG Preprocessing Method Integrating Muscle Activation Heterogeneity Analysis and Kurtosis-Guided Filtering for High-Accuracy Joint Force Estimation.](https://www.ncbi.nlm.nih.gov/pubmed/31398123),A Novel HD-sEMG Preprocessing Method Integrating Muscle Activation Heterogeneity Analysis and Kurtosis-Guided Filtering for High-Accuracy Joint Force Estimation.,"This study proposes a novel preprocessing method integrating muscle activation heterogeneity analysis and kurtosis-guided filtering to realize high-accuracy surface electromyogr-aphy (sEMG)-based force estimation. A total of 10 subjects were recruited. Each subject performed isometric elbow flexion tasks at 20%, 40%, and 60% maximum voluntary contraction (MVC) target force levels, and the joint force and high-density sEMG (HD-sEMG) signals from biceps brachii and brachialis were collected synchronously. The force estimation model was built using three-order polynomial fitting technique. The input signal extraction of the force model, also named as the preprocessing of HD-sEMG signal, was carried out in the following procedures: first, HD-sEMG signals were decomposed by principal component analysis into principal components and weight vectors; second, the first several weight maps were segmented to obtain heterogeneity information by the Otsu and Moore-Neighbor tracing methods, and the principal component covering the most activated areas was selected; and last, a kurtosis-guided filter was designed to process the selected principal component to obtain the input signal. For the sake of comparison, the joint force estimation experiments based on five preprocessing methods were conducted. The experimental results demonstrated that the proposed method obtained 52%, 53%, and 59% reduction in the mean root mean square difference at 20% MVC, 40% MVC, and 60% MVC force-level tasks, respectively, compared to the preprocessing method with the first principal component plus fixed parameter filtering. This proposed HD-sEMG pre-processing method has reliable neuromuscular electro-physiological foundation, and has good application value for realizing high-accuracy muscle/joint force estimation in the fields of rehabilitation engineering, sports biomechanics, and muscle disease diagnosis etc."
automated computational biomechanics workflow improving breast cancer diagnosis treatment,METHODS,63.8% METHODS; 24.9% MODELING; 2.6% TISSUE/BIOMATERIAL,"Babarenda Gamage TP, Malcolm DTK, Maso Talou G, Mîra A, Doyle A, Nielsen PMF, Nash MP,",*Interface focus*,* [An automated computational biomechanics workflow for improving breast cancer diagnosis and treatment.](https://www.ncbi.nlm.nih.gov/pubmed/31263540),An automated computational biomechanics workflow for improving breast cancer diagnosis and treatment.,"Clinicians face many challenges when diagnosing and treating breast cancer. These challenges include interpreting and co-locating information between different medical imaging modalities that are used to identify tumours and predicting where these tumours move to during different treatment procedures. We have developed a novel automated breast image analysis workflow that integrates state-of-the-art image processing and machine learning techniques, personalized three-dimensional biomechanical modelling and population-based statistical analysis to assist clinicians during breast cancer detection and treatment procedures. This paper summarizes our recent research to address the various technical and implementation challenges associated with creating a fully automated system. The workflow is applied to predict the repositioning of tumours from the prone position, where diagnostic magnetic resonance imaging is performed, to the supine position where treatment procedures are performed. We discuss our recent advances towards addressing challenges in identifying the mechanical properties of the breast and evaluating the accuracy of the biomechanical models. We also describe our progress in implementing a prototype of this workflow in clinical practice. Clinical adoption of these state-of-the-art modelling techniques has significant potential for reducing the number of misdiagnosed breast cancers, while also helping to improve the treatment of patients."
optimal foraging information theory gambling,METHODS,26.6% METHODS; 25.6% COMPARATIVE; 20.3% MODELING,"Baddeley RJ, Franks NR, Hunt ER,","*Journal of the Royal Society, Interface*",* [Optimal foraging and the information theory of gambling.](https://www.ncbi.nlm.nih.gov/pubmed/31387483),Optimal foraging and the information theory of gambling.,"At a macroscopic level, part of the ant colony life cycle is simple: a colony collects resources; these resources are converted into more ants, and these ants in turn collect more resources. Because more ants collect more resources, this is a multiplicative process, and the expected logarithm of the amount of resources determines how successful the colony will be in the long run. Over 60 years ago, Kelly showed, using information theoretic techniques, that the rate of growth of resources for such a situation is optimized by a strategy of betting in proportion to the probability of pay-off. Thus, in the case of ants, the fraction of the colony foraging at a given location should be proportional to the probability that resources will be found there, a result widely applied in the mathematics of gambling. This theoretical optimum leads to predictions as to which collective ant movement strategies might have evolved. Here, we show how colony-level optimal foraging behaviour can be achieved by mapping movement to Markov chain Monte Carlo (MCMC) methods, specifically Hamiltonian Monte Carlo (HMC). This can be done by the ants following a (noisy) local measurement of the (logarithm of) resource probability gradient (possibly supplemented with momentum, i.e. a propensity to move in the same direction). This maps the problem of foraging (via the information theory of gambling, stochastic dynamics and techniques employed within Bayesian statistics to efficiently sample from probability distributions) to simple models of ant foraging behaviour. This identification has broad applicability, facilitates the application of information theory approaches to understand movement ecology and unifies insights from existing biomechanical, cognitive, random and optimality movement paradigms. At the cost of requiring ants to obtain (noisy) resource gradient information, we show that this model is both efficient and matches a number of characteristics of real ant exploration."
