title,topic,pred_val,authors,journal,links,full_title,abstract
early life exposure pulsed lte radiofrequency fields causes persistent changes activity behavior c57bl 6 j mice,COMPARATIVE,31.9% COMPARATIVE; 20.1% VETERINARY/AGRICULTURAL; 15.2% NEURAL,"Broom KA, Findlay R, Addison DS, Goiceanu C, Sienkiewicz Z,",*Bioelectromagnetics*,* [Early-Life Exposure to Pulsed LTE Radiofrequency Fields Causes Persistent Changes in Activity and Behavior in C57BL/6 J Mice.](https://www.ncbi.nlm.nih.gov/pubmed/31522469),Early-Life Exposure to Pulsed LTE Radiofrequency Fields Causes Persistent Changes in Activity and Behavior in C57BL/6 J Mice.,"Despite much research, gaps remain in knowledge about the potential health effects of exposure to radiofrequency (RF) fields. This study investigated the effects of early-life exposure to pulsed long term evolution (LTE) 1,846 MHz downlink signals on innate mouse behavior. Animals were exposed for 30 min/day, 5 days/week at a whole-body average specific energy absorption rate (SAR) of 0.5 or 1 W/kg from late pregnancy (gestation day 13.5) to weaning (postnatal day 21). A behavioral tracking system measured locomotor, drinking, and feeding behavior in the home cage from 12 to 28 weeks of age. The exposure caused significant effects on both appetitive behaviors and activity of offspring that depended on the SAR. Compared with sham-exposed controls, exposure at 0.5 W/kg significantly decreased drinking frequency (P ≤ 0.000) and significantly decreased distance moved (P ≤ 0.001). In contrast, exposure at 1 W/kg significantly increased drinking frequency (P ≤ 0.001) and significantly increased moving duration (P ≤ 0.005). In the absence of other plausible explanations, it is concluded that repeated exposure to low-level RF fields in early life may have a persistent and long-term effect on adult behavior. Bioelectromagnetics. © 2019 The Authors. Bioelectromagnetics Published by Wiley Periodicals, Inc."
dry versus wet gross comparisons dry skull method gross dissection estimations jaw muscle cross sectional area bite forces sea otters,COMPARATIVE,72.0% COMPARATIVE; 27.0% EVOLUTION/ANTHROPOLOGY; 0.3% MODELING,"Law CJ, Mehta RS,",*Journal of morphology*,* [Dry versus wet and gross: Comparisons between the dry skull method and gross dissection in estimations of jaw muscle cross-sectional area and bite forces in sea otters.](https://www.ncbi.nlm.nih.gov/pubmed/31513299),Dry versus wet and gross: Comparisons between the dry skull method and gross dissection in estimations of jaw muscle cross-sectional area and bite forces in sea otters.,"Bite force is a measure of feeding performance used to elucidate links between animal morphology, ecology, and fitness. Obtaining live individuals for in vivo bite-force measurements or freshly deceased specimens for bite force modeling is challenging for many species. Thomason's dry skull method for mammals relies solely on osteological specimens and, therefore, presents an advantageous approach that enables researchers to estimate and compare bite forces across extant and even extinct species. However, how accurately the dry skull method estimates physiological cross-sectional area (PCSA) of the jaw adductor muscles and theoretical bite force has rarely been tested. Here, we use an ontogenetic series of southern sea otters (Enhydra lutris nereis) to test the hypothesis that skeletomuscular traits estimated from the dry skull method accurately predicts test traits derived from dissection-based biomechanical modeling. Although variables from these two methods exhibited strong positive relationships across ontogeny, we found that the dry skull method overestimates PCSA of the masseter and underestimates PCSA of the temporalis. Jaw adductor in-levers for both jaw muscles and overall bite force are overestimated. Surprisingly, we reveal that sexual dimorphism in craniomandibular shape affects temporalis PCSA estimations; the dry skull method predicted female temporalis PCSA well but underestimates male temporalis PCSA across ontogeny. These results highlight the importance of accounting for sexual dimorphism and other intraspecific variation when using the dry skull method. Together, we found the dry skull method provides an underestimation of bite force over ontogeny and that the underlying anatomical components driving bite force may be misrepresented."
application image compression ratio analysis method quantifying complexity dental enamel microstructure,DENTAL/ORAL/FACIAL,53.6% DENTAL/ORAL/FACIAL; 30.0% METHODS; 3.8% MODELING,"Hogg RT, Richardson C,","*Anatomical record (Hoboken, N.J. : 2007)*",* [Application of Image Compression Ratio Analysis as a Method for Quantifying Complexity of Dental Enamel Microstructure.](https://www.ncbi.nlm.nih.gov/pubmed/31512393),Application of Image Compression Ratio Analysis as a Method for Quantifying Complexity of Dental Enamel Microstructure.,"It is well-recognized that enamel microanatomy in mammals reflects biomechanical demands placed upon teeth, as determined by mechanical properties of species' diets, use of teeth as weapons, etc. However, there are limited options for researchers wishing to perform large-scale comparisons of enamel microstructure with adaptive questions in mind. This is because to date there has been no efficient method for quantification and statistical analysis of enamel complexity. Our study proposes to apply a method previously developed for quantification of 3D tooth cusp morphology to the problem of quantifying microstructural enamel complexity. Here, we use image compression ratio (ICR) as a proxy variable for enamel complexity in 2D enamel photomicrographs taken using circularly polarized transmitted light microscopy. ICR describes the relationship between a digital image captured in an uncompressed file format and the identical image that has had its file size compressed using computer algorithms; more complex images receive less compression. In our analyses, ICR analysis is able to distinguish between images of teeth with simple, radial enamel and teeth with complex decussating enamel. Moreover, our results show a significant correlation between ICR and enamel complexity ranks assigned via visual assessment. Therefore, our results demonstrate that ICR analysis provides a viable methodology for efficient comparison of overall enamel complexity among dental samples. This article is protected by copyright. All rights reserved."
bite force masticatory muscle architecture adaptations dietarily diverse musteloidea carnivora,EVOLUTION/ANTHROPOLOGY,49.7% COMPARATIVE; 49.6% EVOLUTION/ANTHROPOLOGY; 0.2% MODELING,"Hartstone-Rose A, Hertzig I, Dickinson E,","*Anatomical record (Hoboken, N.J. : 2007)*",* [Bite Force and Masticatory Muscle Architecture Adaptations in the Dietarily Diverse Musteloidea (Carnivora).](https://www.ncbi.nlm.nih.gov/pubmed/31507093),Bite Force and Masticatory Muscle Architecture Adaptations in the Dietarily Diverse Musteloidea (Carnivora).,"Dietary ecology and its relationship with both muscle architecture and bite force potential has been studied in many mammalian (and non-mammalian) taxa. However, despite the diversity of dietary niches that characterizes the superfamily Musteloidea, the masticatory muscle fiber architecture of its members has yet to be investigated anatomically. In this study, we present myological data from the jaw adductors in combination with biomechanical data derived from craniomandibular measurements for 17 species representing all four families (Ailuridae, Mephitidae, Mustelidae, and Procyonidae) of Musteloid. These data are combined to calculate bite force potential at each of three bite points along the dental row. Across our sample as a whole, masticatory muscle mass scaled with isometry or slight positive allometry against both body mass and skull size (measured via a cranial geometric mean). Total jaw adductor physiological cross-sectional area scaled with positive allometry against both body mass and skull size, while weighted fiber length scaled with negative allometry. From a dietary perspective, fiber length is strongly correlated with dietary size such that taxa that exploit larger foods demonstrated myological adaptations toward gape maximization. However, no consistent relationship between bite force potential and dietary mechanical resistance was observed. These trends confirm previous findings observed within the carnivoran family Felidae (as well as within primates), suggesting that the mechanisms by which masticatory anatomy adapts to dietary ecology may be more universally consistent than previously recognized. Anat Rec, 2019. © 2019 American Association for Anatomy."
social touch alters newborn monkey behavior,EVOLUTION/ANTHROPOLOGY,29.4% EVOLUTION/ANTHROPOLOGY; 22.4% NEURAL; 20.4% COMPARATIVE,"Simpson EA, Maylott SE, Lazo RJ, Leonard KA, Kaburu SSK, Suomi SJ, Paukner A, Ferrari PF,",*Infant behavior & development*,* [Social touch alters newborn monkey behavior.](https://www.ncbi.nlm.nih.gov/pubmed/31521911),Social touch alters newborn monkey behavior.,"In humans, infants respond positively to slow, gentle stroking-processed by C-tactile (CT) nerve fibers-by showing reductions in stress and increases in eye contact, smiling, and positive vocalizations. More frequent maternal touch is linked to greater activity and connectivity strength in social brain regions, and increases children's attention to and learning of faces. It has been theorized that touch may prime children for social interactions and set them on a path towards healthy social cognitive development. However, less is known about the effects of touch on young infants' psychological development, especially in the newborn period, a highly sensitive period of transition with rapid growth in sensory and social processing. It remains untested whether newborns can distinguish CT-targeted touch from other types of touch, or whether there are benefits of touch for newborns' social, emotional, or cognitive development. In the present study, we experimentally investigated the acute effects of touch in newborn monkeys, a common model for human social development. Rhesus macaques (Macaca mulatta), like humans, are highly social, have complex mother-infant interactions with frequent body contact for the first weeks of life, making them an excellent model of infant sociality. Infant monkeys in the present study were reared in a neonatal nursery, enabling control over their early environment, including all caregiver interactions. One-week-old macaque infants (N = 27) participated in three 5-minute counter-balanced caregiver interactions, all with mutual gaze: stroking head and shoulders (CT-targeted touch), stroking palms of hands and soles of feet (Non-CT touch), or no stroking (No-touch). Immediately following the interaction, infants watched social and nonsocial videos and picture arrays including faces and objects, while we tracked their visual attention with remote eye tracking. We found that, during the caregiver interactions, infants behaved differently while being touched compared to the no-touch condition, irrespective of the body part touched. Most notably, in both touch conditions, infants exhibited fewer stress-related behaviors-self-scratching, locomotion, and contact time with a comfort object-compared to when they were not touched. Following CT-targeted touch, infants were faster to orient to the picture arrays compared to the other interaction conditions, suggesting CT-targeted touch may activate or prime infants' attentional orienting system. In the No-touch condition infants attended longer to the nonsocial compared to the social video, possibly reflecting a baseline preference for nonsocial stimuli. In contrast, in both touch conditions, infants' looked equally to the social and nonsocial videos, suggesting that touch may influence the types of visual stimuli that hold infants' attention. Collectively, our results reveal that newborn macaques responded positively to touch, and touch appeared to influence some aspects of their subsequent attention, although we found limited evidence that these effects are mediated by CT fibers. These findings suggest that newborn touch may broadly support infants' psychological development, and may have early evolutionary roots, shared across primates. This study illustrates the unique insight offered by nonhuman primates for exploring early infant social touch, revealing that touch may positively affect emotional and attentional development as early as the newborn period."
comparative forelimb myology muscular architecture juvenile malayan tapir tapirus indicus,EVOLUTION/ANTHROPOLOGY,66.5% EVOLUTION/ANTHROPOLOGY; 32.9% COMPARATIVE; 0.2% VETERINARY/AGRICULTURAL,"MacLaren JA, McHorse BK,",*Journal of anatomy*,* [Comparative forelimb myology and muscular architecture of a juvenile Malayan tapir (Tapirus indicus).](https://www.ncbi.nlm.nih.gov/pubmed/31515803),Comparative forelimb myology and muscular architecture of a juvenile Malayan tapir (Tapirus indicus).,"The absence of preserved soft tissues in the fossil record is frequently a hindrance for palaeontologists wishing to investigate morphological shifts in key skeletal systems, such as the limbs. Understanding the soft tissue composition of modern species can aid in understanding changes in musculoskeletal features through evolution, including those pertaining to locomotion. Establishing anatomical differences in soft tissues utilising an extant phylogenetic bracket can, in turn, assist in interpreting morphological changes in hard tissues and modelling musculoskeletal movements during evolutionary transitions (e.g. digit reduction in perissodactyls). Perissodactyls (horses, rhinoceroses, tapirs and their relatives) are known to have originated with a four-toed (tetradactyl) forelimb condition. Equids proceeded to reduce all but their central digit, resulting in monodactyly, whereas tapirs retained the ancestral tetradactyl state. The modern Malayan tapir (Tapirus indicus) has been shown to exhibit fully functional tetradactyly in its forelimb, more so than any other tapir, and represents an ideal case-study for muscular arrangement and architectural comparison with the highly derived monodactyl Equus. Here, we present the first quantification of muscular architecture of a tetradactyl perissodactyl (T. indicus), and compare it to measurements from modern monodactyl caballine horse (Equus ferus caballus). Each muscle of the tapir forelimb was dissected out from a cadaver and measured for architectural properties: muscle-tendon unit (MTU) length, MTU mass, muscle mass, pennation angle, and resting fibre length. Comparative parameters [physiological cross-sectional area (PCSA), muscle volume, and % muscle mass] were then calculated from the raw measurements. In the shoulder region, the infraspinatus of T. indicus exhibits dual origination sites on either side of the deflected scapular spine. Within ungulates, this condition has only been previously reported in suids. Differences in relative contribution to limb muscle mass between T. indicus and Equus highlight forelimb muscles that affect mobility in the lateral and medial digits (e.g. extensor digitorum lateralis). These muscles were likely reduced in equids during their evolutionary transition from tetradactyl forest-dwellers to monodactyl, open-habitat specialists. Patterns of PCSA across the forelimb were similar between T. indicus and Equus, with the notable exceptions of the biceps brachii and flexor carpi ulnaris, which were much larger in Equus. The differences observed in PCSA between the tapir and horse forelimb muscles highlight muscles that are essential for maintaining stability in the monodactyl limb while moving at high speeds. This quantitative dataset of muscle architecture in a functionally tetradactyl perissodactyl is a pivotal first step towards reconstructing the locomotor capabilities of extinct, four-toed ancestors of modern perissodactyls, and providing further insights into the equid locomotor transition."
walking aids seen cultural historical perspective functional semantic diversity assistive systems facilitating locomotion old age,EVOLUTION/ANTHROPOLOGY,49.5% EVOLUTION/ANTHROPOLOGY; 16.2% COMPARATIVE; 11.8% GAIT/LOCOMOTION,"Schäfer D, von Hülsen-Esch A, Fangerau H,",*Zeitschrift fur Gerontologie und Geriatrie*,* [Walking aids seen from a cultural historical perspective : Functional and semantic diversity of assistive systems facilitating locomotion in old age]](https://www.ncbi.nlm.nih.gov/pubmed/31520118),[Walking aids seen from a cultural historical perspective : Functional and semantic diversity of assistive systems facilitating locomotion in old age].,"Assistance systems serving the locomotion of older people interact in many ways with the culture of a society. Since early modern times at the latest, walking aids were tantamount to human frailty; however, the cane also symbolized governmental power or reputation. Nowadays, the cane, the wheelchair, and the rollator have not only a functional significance in terms of a better mobility, they also enable people to take an active part in social life."
locomotor skill acquisition virtual reality shows sustained transfer real world,GAIT/LOCOMOTION,42.2% GAIT/LOCOMOTION; 24.9% REHABILITATION; 8.5% METHODS,"Kim A, Schweighofer N, Finley JM,",*Journal of neuroengineering and rehabilitation*,* [Locomotor skill acquisition in virtual reality shows sustained transfer to the real world.](https://www.ncbi.nlm.nih.gov/pubmed/31521167),Locomotor skill acquisition in virtual reality shows sustained transfer to the real world.,"Virtual reality (VR) is a potentially promising tool for enhancing real-world locomotion in individuals with mobility impairment through its ability to provide personalized performance feedback and simulate real-world challenges. However, it is unknown whether novel locomotor skills learned in VR show sustained transfer to the real world. Here, as an initial step towards developing a VR-based clinical intervention, we study how young adults learn and transfer a treadmill-based virtual obstacle negotiation skill to the real world."
anthropometry economical running,GAIT/LOCOMOTION,40.6% GAIT/LOCOMOTION; 20.4% SPORT/EXERCISE; 8.8% METHODS,"Black MI, Allen SJ, Forrester SE, Folland JP,",*Medicine and science in sports and exercise*,* [The Anthropometry of Economical Running.](https://www.ncbi.nlm.nih.gov/pubmed/31524830),The Anthropometry of Economical Running.,"The influence of anthropometry and body composition on running economy is unclear, with previous investigations involving small relatively homogeneous groups of runners and limited anthropometric/composition measurements."
retention generalizability balance recovery response adaptations trip perturbations across adult lifespan,GAIT/LOCOMOTION,92.0% GAIT/LOCOMOTION; 6.3% REHABILITATION; 0.8% NEURAL,"König M, Epro G, Seeley J, Potthast W, Karamanidis K,",*Journal of neurophysiology*,* [Retention and generalizability of balance recovery response adaptations from trip-perturbations across the adult lifespan.](https://www.ncbi.nlm.nih.gov/pubmed/31509470),Retention and generalizability of balance recovery response adaptations from trip-perturbations across the adult lifespan.,"For human locomotion, varying environments require adjustments of the motor system. We asked whether age affects gait balance recovery adaptation, its retention over months and the transfer of adaptation to an untrained reactive balance task. Healthy adults (26 young, 27 middle-aged and 25 older; average ages 24, 52 and 72 years respectively) completed two tasks. The primary task involved treadmill walking: either unperturbed (control; <i>n</i>=39) or subject to unexpected trip perturbations (training; <i>n</i>=39). A single trip perturbation was repeated after a 14-week retention period. The secondary transfer task, before and after treadmill walking, involved sudden loss of balance in a lean-and-release protocol. For both tasks the anteroposterior margin of stability (MoS) was calculated at foot touchdown. For the first (i.e. novel) trip, older adults required one more recovery step (<i>P</i>=0.03) to regain positive MoS compared to younger, but not middle-aged, adults. However, over several trip perturbations, all age groups increased their MoS for the first recovery step to a similar extent (up to 70%), and retained improvements over 14 weeks, though a decay over time was found for older adults (<i>P</i>=0.002; middle-aged showing a tendency for decay: <i>P</i>=0.076). Thus, although adaptability in reactive gait stability control remains effective across the adult lifespan, retention of adaptations over time appears diminished with aging. Despite these robust adaptations, the perturbation training group did not show superior improvements in the transfer task compared to aged-matched controls (no differences in MoS changes), suggesting that generalizability of acquired fall-resisting skills from gait-perturbation training may be limited."
ankle mechanical impedance stance phase running,GAIT/LOCOMOTION,84.6% GAIT/LOCOMOTION; 2.3% METHODS; 2.3% COMPARATIVE,"Shorter AL, Rouse EJ,",*IEEE transactions on bio-medical engineering*,* [Ankle Mechanical Impedance During the Stance Phase of Running.](https://www.ncbi.nlm.nih.gov/pubmed/31514123),Ankle Mechanical Impedance During the Stance Phase of Running.,"Differences in locomotor biomechanics between walking and running provide fundamental information about human ambulation. Joint mechanical impedance is a biomechanical property that governs the body's instantaneous response to disturbances, and is important for stability and energy transfer. Ankle impedance has been characterized during walking, but little is known about how humans alter joint impedance during running. The purpose of this study was to estimate ankle impedance during the stance phase of running, and compare to previously reported estimates during walking."
habitual foot strike patterns running influence functional achilles tendon properties gait,GAIT/LOCOMOTION,58.8% GAIT/LOCOMOTION; 30.6% SPORT/EXERCISE; 5.1% TENDON/LIGAMENT,"Wearing SC, Davis IS, Brauner T, Hooper SL, Horstmann T,",*Journal of sports sciences*,* [Do habitual foot-strike patterns in running influence functional Achilles tendon properties during gait?](https://www.ncbi.nlm.nih.gov/pubmed/31506014),Do habitual foot-strike patterns in running influence functional Achilles tendon properties during gait?,"The capacity of foot-strike running patterns to influence the functional properties of the Achilles tendon is controversial. This study used transmission-mode ultrasound to investigate the influence of habitual running foot-strike pattern on Achilles tendon properties during barefoot walking and running. Fifteen runners with rearfoot (RFS) and 10 with a forefoot (FFS) foot-strike running pattern had ultrasound transmission velocity measured in the right Achilles tendon during barefoot walking (≈1.1 ms<sup>-1</sup>) and running (≈2.0 ms<sup>-1</sup>). Temporospatial gait parameters, ankle kinematics and vertical ground reaction force were simultaneously recorded. Statistical comparisons between foot-strike patterns were made using repeated measure ANOVAs. FFS was characterised by a significantly shorter stance duration (-4%), greater ankle dorsiflexion (+2°), and higher peak vertical ground reaction force (+20% bodyweight) than RFS running (P < .05). Both groups adopted a RFS pattern during walking, with only the relative timing of peak dorsiflexion (3%), ground reaction force (1-2%) and peak vertical force loading rates (22-23%) differing between groups (P < .05). Peak ultrasound transmission velocity in the Achilles tendon was significantly higher in FFS during walking (≈100 ms<sup>-1</sup>) and running (≈130 ms<sup>-1</sup>) than RFS (P < .05). Functional Achilles tendon properties differ with habitual footfall patterns in recreational runners."
multi objective control human walking insight gained simultaneous degradation energetic motor regulation systems,GAIT/LOCOMOTION,98.6% GAIT/LOCOMOTION; 0.3% REHABILITATION; 0.3% COMPARATIVE,"McDonald KA, Cusumano JP, Peeling P, Rubenson J,","*Journal of the Royal Society, Interface*",* [Multi-objective control in human walking: insight gained through simultaneous degradation of energetic and motor regulation systems.](https://www.ncbi.nlm.nih.gov/pubmed/31506049),Multi-objective control in human walking: insight gained through simultaneous degradation of energetic and motor regulation systems.,"Minimization of metabolic energy is considered a fundamental principle of human locomotion, as demonstrated by an alignment between the preferred walking speed (PWS) and the speed incurring the lowest metabolic cost of transport. We aimed to (i) simultaneously disrupt metabolic cost and an alternate acute task requirement, namely speed error regulation, and (ii) assess whether the PWS could be explained on the basis of either optimality criterion in this new performance and energetic landscape. Healthy adults (<i>N</i> = 21) walked on an instrumented treadmill under normal conditions and, while negotiating a continuous gait perturbation, imposed leg-length asymmetry. Oxygen consumption, motion capture data and ground reaction forces were continuously recorded for each condition at speeds ranging from 0.6 to 1.8 m s<sup>-1</sup>, including the PWS. Both metabolic and speed regulation measures were disrupted by the perturbation (<i>p</i> < 0.05). Perturbed PWS selection did not exhibit energetic prioritization (although we find some indication of energy minimization after motor adaptation). Similarly, PWS selection did not support prioritization of speed error regulation, which was found to be independent of speed in both conditions. It appears that, during acute exposure to a mechanical gait perturbation of imposed leg-length asymmetry, humans minimize neither energetic cost nor speed regulation errors. Despite the abundance of evidence pointing to energy minimization during normal, steady-state gait, this may not extend acutely to perturbed gait. Understanding how the nervous system acutely controls gait perturbations requires further research that embraces multi-objective control paradigms."
effects inclined surfaces gait variability stability unilateral lower limb amputees,GAIT/LOCOMOTION,96.7% GAIT/LOCOMOTION; 1.7% REHABILITATION; 0.4% METHODS,"Rodrigues FB, Andrade AO, Vieira MF,",*Medical & biological engineering & computing*,* [Effects of inclined surfaces on gait variability and stability in unilateral lower limb amputees.](https://www.ncbi.nlm.nih.gov/pubmed/31506856),Effects of inclined surfaces on gait variability and stability in unilateral lower limb amputees.,"This study aims to analyze gait variability and stability of individuals with amputation walking on upward (8%), horizontal (0%), and downward (- 8%) inclines, by using linear and nonlinear descriptors. Trunk linear variability and gait spatiotemporal parameters were evaluated. Nonlinear variability (local dynamic stability-LDS), was estimated by the maximum Lyapunov exponent (λ) computed from a trunk marker velocity. The gait descriptors were compared among three distinct groups (N participants): unilateral transtibial amputees (TTA, N = 12); unilateral transfemoral amputees (TFA, N = 13); control group (CT, N = 15). For step width and support phase, the effect of inclination was greater for TFA group, especially in the DOWN condition. Linear variability was higher for amputees (TFA and TTA) especially in the UP condition in the medial-lateral and anterior-posterior directions. TTA and TFA groups presented greater λ values than CT group in medial-lateral direction indicating decreased LDS, but TFA group presented smaller λ values than TTA and CT groups in the V direction. Our findings showed that inclination introduced significant changes in the estimated parameters for all groups, with greater changes for amputee groups. Furthermore, the level of amputation directly affects the analyzed gait parameters being the TFA group the one which presents greater changes. Graphical abstract The objective of this study was to analyze gait variability of individuals with amputation walking on (A) upward (+ 8%), (B) horizontal (0%), and (C) downward (- 8%) inclines, by using linear and nonlinear biomechanical descriptors. Linear measures of variability, such trunk variability and gait spatiotemporal parameters were evaluated. Nonlinear variability was estimated by the exponent of divergence (maximum Lyapunov exponent) of the velocity of a marker fixed in the subject's trunk while walking on inclined surfaces."
gait kinematics kinetics three walking speeds individuals chronic ankle instability ankle sprain copers,GAIT/LOCOMOTION,72.2% GAIT/LOCOMOTION; 16.6% REHABILITATION; 3.1% SPORT/EXERCISE,"Koldenhoven RM, Hart J, Saliba S, Abel MF, Hertel J,",*Gait & posture*,* [Gait kinematics & kinetics at three walking speeds in individuals with chronic ankle instability and ankle sprain copers.](https://www.ncbi.nlm.nih.gov/pubmed/31525655),Gait kinematics & kinetics at three walking speeds in individuals with chronic ankle instability and ankle sprain copers.,Individuals with CAI have demonstrated a more inverted foot position during walking when compared to a healthy control group. Copers are individuals who have had an ankle sprain but learn to cope and return to pre-injury levels of function and may be a better comparison group than healthy controls because they have had the same initial injury.
anteroposterior translational malalignment ankle arthrodesis alters foot biomechanics cadaveric gait simulation,JOINT/CARTILAGE,59.9% JOINT/CARTILAGE; 21.5% ORTHOPAEDICS/SURGERY; 4.2% GAIT/LOCOMOTION,"Imsdahl SI, Stender CJ, Cook BK, Pangrazzi G, Patthanacharoenphon C, Sangeorzan BJ, Ledoux WR,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Anteroposterior translational malalignment of ankle arthrodesis alters foot biomechanics in cadaveric gait simulation.](https://www.ncbi.nlm.nih.gov/pubmed/31502697),Anteroposterior translational malalignment of ankle arthrodesis alters foot biomechanics in cadaveric gait simulation.,"Tibiotalar arthrodesis is a common surgical treatment for end-stage ankle arthritis. Proper ankle alignment is important as malalignment can lead to complications that may require revision surgery. This study aimed to determine how anteroposterior (AP) translational malalignment of ankle arthrodesis affects distal foot joint kinematics and plantar pressure. Ankle arthrodesis was performed on ten cadaveric foot specimens using a custom fixture that could fuse the ankle neutrally and induce discrete malalignments (3, 6, and 9 mm) anteriorly and posteriorly. Gait was simulated under each alignment with a robotic gait simulator, and foot bone motion and plantar pressure were quantified. AP translational malalignment did not substantially affect plantar pressure or joint range of motion, but there were several significant differences in joint position throughout stance phase. Differences were seen in five joints (talocalcaneal, talonavicular, calcaneocuboid, fifth tarsometatarsal, and first metatarsophalangeal) and in the position of the first metatarsal relative to the talus. The most extreme effects occurred when the talus was displaced 6 mm or more posteriorly. In vivo, this may lead to aberrant joint loading, which could negatively impact patient outcomes. This article is protected by copyright. All rights reserved."
transcriptome dynamics long non coding rnas transcription factors demarcate human neonatal adult hmsc derived engineered cartilage,JOINT/CARTILAGE,76.1% JOINT/CARTILAGE; 11.5% TISSUE/BIOMATERIAL; 2.7% CELLULAR/SUBCELLULAR,"Vail DJ, Somoza RA, Caplan AI, Khalil AM,",*Journal of tissue engineering and regenerative medicine*,"* [Transcriptome Dynamics of Long Non-Coding RNAs and Transcription Factors Demarcate Human Neonatal, Adult, and hMSC-derived Engineered Cartilage.](https://www.ncbi.nlm.nih.gov/pubmed/31503387)","Transcriptome Dynamics of Long Non-Coding RNAs and Transcription Factors Demarcate Human Neonatal, Adult, and hMSC-derived Engineered Cartilage.","The engineering of a native-like articular cartilage (AC) is a long-standing objective that could serve the clinical needs of millions of patients suffering from osteoarthritis and cartilage injury. An incomplete understanding of the developmental stages of articular cartilage has contributed to limited success in this endeavor. Using next generation RNA sequencing we have transcriptionally characterized two critical stages of AC development in humans - i.e., immature neonatal and mature adult, as well as tissue-engineered cartilage derived from culture expanded human mesenchymal stem cells (hMSCs). We identified key transcription factors (TFs) and long non-coding RNAs (lncRNAs) as candidate drivers of the distinct phenotypes of these tissues. AGTR2, SCGB3A1, TFCP2L1, RORC, and TBX4 stand out as key transcription factors whose expression may be capable of reprogramming engineered cartilage into a more expandable and neonatal-like cartilage primed for maturation into biomechanically competent cartilage. We also identified that the transcriptional profiles of many annotated but poorly studied lncRNAs were dramatically different between these cartilages, indicating that lncRNAs may be also playing significant roles in cartilage biology. Key neonatal-specific lncRNAs identified include AC092818.1, AC099560.1, and KC877982. Collectively, our results suggest that tissue-engineered cartilage can be optimized for future clinical applications by the specific expression of TFs and lncRNAs."
comparing inertial measurement units marker based biomechanical models dynamic rotation torso,METHODS,97.0% METHODS; 1.0% MODELING; 0.8% SPORT/EXERCISE,"Brice SM, Phillips EJ, Millett EL, Hunter A, Philippa B,",*European journal of sport science*,* [Comparing inertial measurement units and marker-based biomechanical models during dynamic rotation of the torso.](https://www.ncbi.nlm.nih.gov/pubmed/31512552),Comparing inertial measurement units and marker-based biomechanical models during dynamic rotation of the torso.,"Inertial measurement units (IMUs) enable human movements to be captured in the field and are being used increasingly in high performance sport. One key metric that can be derived from IMUs are relative angles of body segments which are important for monitoring form in many sports. The purpose of this study was to a) examine the validity of relative angles derived from IMUs placed on the torso and pelvis; and b) determine optimal positioning for torso mounted sensors such that the IMU relative angles match closely with gold standard torso-pelvis and thorax-pelvis relative angle data derived from an optoelectronic camera system. Seventeen adult participants undertook a variety of motion tasks. Four IMUs were positioned on the torso and one was positioned on the pelvis between the posterior superior iliac spines. Reflective markers were positioned around each IMU and over torso and pelvis landmarks. Results showed that the IMUs are valid with the root mean square errors expressed as a percentage of the angle range (RMSE%) ranging between 1% and 7%. Comparison between the IMU relative angles and the torso-pelvis and thorax-pelvis relative angles showed there were moderate to large differences with RMSE% values ranging between 4% and 57%. IMUs are highly accurate at measuring orientation data; however, further work is needed to optimize positioning and modelling approaches so IMU relative angles align more closely with relative angles derived using traditional motion capture methods."
comparison mode ultrasonography fluoroscopy diaphragm excursion measurement patients acquired brain injury,METHODS,19.7% METHODS; 14.4% REHABILITATION; 7.9% NEURAL,"Yoon SY, Moon HI, Kim JS, Yi TI, Park YG,",*Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine*,* [Comparison Between M-Mode Ultrasonography and Fluoroscopy for Diaphragm Excursion Measurement in Patients With Acquired Brain Injury.](https://www.ncbi.nlm.nih.gov/pubmed/31512782),Comparison Between M-Mode Ultrasonography and Fluoroscopy for Diaphragm Excursion Measurement in Patients With Acquired Brain Injury.,"Patients with acquired brain injury show decreased pulmonary function and diaphragm excursion (DE), which can affect functional outcomes. This study aimed to compare ultrasonography (US) and fluoroscopy for DE assessment and to determine how the relationship between pulmonary function test results and DE differs according to the paralytic condition."
