title,keywords,abstract,authors,journal,links,raw_title,mindate,maxdate,BERT_input
Biomechanical stability evaluation fixation technique crossed rods consisting occipital plate c 2 bilateral lamina screws.,"occipitocervical fixation, atlantoaxial instability, biomechanics, crossed rods",Evaluate stability fixation technique crossed rods consisting occipital plate c 2 bilateral lamina screws biomechanical test.,"Qiu F, Xu X, Ma X, Jiang W, Liu G, Fang Z, Lin Z,",Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33319533""]Biomechanical stability evaluation fixation technique crossed rods consisting occipital plate c 2 bilateral lamina screws.[/URL]",[Biomechanical stability evaluation of the fixation technique for crossed rods consisting of occipital plate and C <sub>2</sub> bilateral lamina screws].,12/09/2020,12/17/2020,Biomechanical stability evaluation fixation technique crossed rods consisting occipital plate c 2 bilateral lamina screws. Evaluate stability fixation technique crossed rods consisting occipital plate c 2 bilateral lamina screws biomechanical test.
Different: setal arrays anoles geckos indicate alternative approaches achieving similar adhesive effectiveness.,"dactyloidae, gekkonidae, bending stiffness, biomimetics, effective elastic modulus, fibrillar adhesion, morphometrics, setae","Functional morphology squamate fibrillar adhesive systems extensively investigated indirectly directly influenced design synthetic counterparts. surprisingly, structure geometry exemplar fibrils (setae) subject bulk attention research, although variation setal morphology along length subdigital adhesive pads implicated important effective functioning systems. adhesive setal field configuration described several geckos, convergent anolis lizards, comprised morphologically simpler fibrils, remains largely unexplored. here, examine setal morphology along proximodistal axis digits anolis equestris compare findings model gecko, gekko gecko. consistent previous work, found setae a. equestris generally thinner, shorter, present higher densities g. gecko terminate single spatulate tip. contrastingly, setae g. gecko hierarchically branched structure carry hundreds spatulate tips. although splitting contacts multiple smaller tips predicted increase adhesive performance fiber compared unbranched one, posited adhesive performance g. gecko a. equestris would relatively similar configuration setal fields accounted for. found that, geckos, setal morphology a. equestris follows predictable pattern along proximodistal axis pad, although several critical differences configuration setal fields two groups. notably, pattern variation setal length a. equestris effectively opposite exhibited g. gecko. difference clinal variation mirrors difference direction setal fields anoles geckos peeled substrate, consistent hypothesis biomechanical factors chief determinants patterns variation. future empirical work, however, needed validate this. findings set stage future comparative studies investigating functional morphology convergent adhesive apparatuses. investigations lead enhanced understanding interactions form, function, environment fibril-based biological adhesive systems.","Garner AM, Wilson MC, Wright C, Russell AP, Niewiarowski PH, Dhinojwala A,",Journal of anatomy,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33319377""]Different: setal arrays anoles geckos indicate alternative approaches achieving similar adhesive effectiveness.[/URL]",The same but different: setal arrays of anoles and geckos indicate alternative approaches to achieving similar adhesive effectiveness.,12/09/2020,12/17/2020,"Different: setal arrays anoles geckos indicate alternative approaches achieving similar adhesive effectiveness. Functional morphology squamate fibrillar adhesive systems extensively investigated indirectly directly influenced design synthetic counterparts. surprisingly, structure geometry exemplar fibrils (setae) subject bulk attention research, although variation setal morphology along length subdigital adhesive pads implicated important effective functioning systems. adhesive setal field configuration described several geckos, convergent anolis lizards, comprised morphologically simpler fibrils, remains largely unexplored. here, examine setal morphology along proximodistal axis digits anolis equestris compare findings model gecko, gekko gecko. consistent previous work, found setae a. equestris generally thinner, shorter, present higher densities g. gecko terminate single spatulate tip. contrastingly, setae g. gecko hierarchically branched structure carry hundreds spatulate tips. although splitting contacts multiple smaller tips predicted increase adhesive performance fiber compared unbranched one, posited adhesive performance g. gecko a. equestris would relatively similar configuration setal fields accounted for. found that, geckos, setal morphology a. equestris follows predictable pattern along proximodistal axis pad, although several critical differences configuration setal fields two groups. notably, pattern variation setal length a. equestris effectively opposite exhibited g. gecko. difference clinal variation mirrors difference direction setal fields anoles geckos peeled substrate, consistent hypothesis biomechanical factors chief determinants patterns variation. future empirical work, however, needed validate this. findings set stage future comparative studies investigating functional morphology convergent adhesive apparatuses. investigations lead enhanced understanding interactions form, function, environment fibril-based biological adhesive systems."
Structure radial spoke head insights role mechanoregulation ciliary beating.,,"Motile cilia power cell locomotion drive extracellular fluid flow propagating bending waves base tip. coordinated bending cilia requires mechanoregulation radial spoke (rs) protein complexes microtubule central pair (cp). despite importance ciliary motility across eukaryotes, molecular function rss unknown. here, reconstituted chlamydomonas reinhardtii rs head abuts cp determined structure using single-particle cryo-em 3.1-å resolution, revealing flat, negatively charged surface supported rigid core tightly intertwined proteins. mutations core, corresponding involved human ciliopathies, compromised stability recombinant complex, providing molecular basis disease. partially reversing negative charge rs surface impaired motility c. reinhardtii. propose rs-head architecture well-suited mechanoregulation ciliary beating physical collisions cp.","Grossman-Haham I, Coudray N, Yu Z, Wang F, Zhang N, Bhabha G, Vale RD,",Nature structural & molecular biology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33318704""]Structure radial spoke head insights role mechanoregulation ciliary beating.[/URL]",Structure of the radial spoke head and insights into its role in mechanoregulation of ciliary beating.,12/09/2020,12/17/2020,"Structure radial spoke head insights role mechanoregulation ciliary beating. Motile cilia power cell locomotion drive extracellular fluid flow propagating bending waves base tip. coordinated bending cilia requires mechanoregulation radial spoke (rs) protein complexes microtubule central pair (cp). despite importance ciliary motility across eukaryotes, molecular function rss unknown. here, reconstituted chlamydomonas reinhardtii rs head abuts cp determined structure using single-particle cryo-em 3.1-å resolution, revealing flat, negatively charged surface supported rigid core tightly intertwined proteins. mutations core, corresponding involved human ciliopathies, compromised stability recombinant complex, providing molecular basis disease. partially reversing negative charge rs surface impaired motility c. reinhardtii. propose rs-head architecture well-suited mechanoregulation ciliary beating physical collisions cp."
Microtubule cytoskeleton-disrupting activity mwcnts: applications cancer treatment.,,"Microtubules carbon nanotubes (cnts), particularly multi-walled cnts (mwcnts), share many mechanical morphological similarities prompt association biosynthetic tubulin filaments both, vitro vivo. unlike cnts, microtubules highly dynamic protein polymers that, upon interaction nanomaterials, display enhanced stability critical consequences cellular level. among others, cnts prompt ectopic (acentrosomal) microtubule nucleation disassembly centrosome, causing dramatic cytoskeletal reorganization. changes microtubule pattern trigger generation ineffective biomechanical forces result migration defects, ultimately spindle-assembly checkpoint (sac) blockage apoptosis. review, describe molecular mechanism involved intrinsic interference cnts microtubule dynamics illustrate consequences effect cell biomechanics. also discuss potential application synthetic microtubule-stabilizing agents synergetic agents boost effect classical chemotherapy includes spindle poisons (i.e. paclitaxel) dna interfering agents (5-fluorouracil)-, list advantages use mwcnts adjuvant agents preventing cell resistance chemotherapy.","Hevia LG, Fanarraga ML,",Journal of nanobiotechnology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33317574""]Microtubule cytoskeleton-disrupting activity mwcnts: applications cancer treatment.[/URL]",Microtubule cytoskeleton-disrupting activity of MWCNTs: applications in cancer treatment.,12/09/2020,12/17/2020,"Microtubule cytoskeleton-disrupting activity mwcnts: applications cancer treatment. Microtubules carbon nanotubes (cnts), particularly multi-walled cnts (mwcnts), share many mechanical morphological similarities prompt association biosynthetic tubulin filaments both, vitro vivo. unlike cnts, microtubules highly dynamic protein polymers that, upon interaction nanomaterials, display enhanced stability critical consequences cellular level. among others, cnts prompt ectopic (acentrosomal) microtubule nucleation disassembly centrosome, causing dramatic cytoskeletal reorganization. changes microtubule pattern trigger generation ineffective biomechanical forces result migration defects, ultimately spindle-assembly checkpoint (sac) blockage apoptosis. review, describe molecular mechanism involved intrinsic interference cnts microtubule dynamics illustrate consequences effect cell biomechanics. also discuss potential application synthetic microtubule-stabilizing agents synergetic agents boost effect classical chemotherapy includes spindle poisons (i.e. paclitaxel) dna interfering agents (5-fluorouracil)-, list advantages use mwcnts adjuvant agents preventing cell resistance chemotherapy."
"Resilin matrix distribution, variability function drosophila.","cuticle, drosophila, extracellular matrix, flight, resilin","Elasticity prevents fatigue tissues extensively repeatedly deformed. resilin resilient elastic extracellular protein matrix joints hinges insects. mechanical properties, resilin extensively analysed applied biomaterial biomedical sciences. however, indirect evidence resilin distribution function insect. commonly, presence dityrosines covalently link resilin protein monomers (pro-resilin), responsible mechanical properties fluoresce upon uv excitation, considered reflect resilin incidence.","Lerch S, Zuber R, Gehring N, Wang Y, Eckel B, Klass KD, Lehmann FO, Moussian B,",BMC biology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33317537""]Resilin matrix distribution, variability function drosophila.[/URL]","Resilin matrix distribution, variability and function in Drosophila.",12/09/2020,12/17/2020,"Resilin matrix distribution, variability function drosophila. Elasticity prevents fatigue tissues extensively repeatedly deformed. resilin resilient elastic extracellular protein matrix joints hinges insects. mechanical properties, resilin extensively analysed applied biomaterial biomedical sciences. however, indirect evidence resilin distribution function insect. commonly, presence dityrosines covalently link resilin protein monomers (pro-resilin), responsible mechanical properties fluoresce upon uv excitation, considered reflect resilin incidence."
Conducting polyetheretherketone nanocomposites electrophoretically deposited bioactive coating bone tissue regeneration multimodal therapeutic applications.,"electrophoretic deposition, graphene, photothermal therapy, polyetheretherketone, tumor inhibition","Use polyetheretherketone (peek) grown exponentially biomedical field recent decades outstanding biomechanical properties. however, lack bioactivity/osteointegration remains unresolved issue toward wide use orthopedic applications. work, graphene nanosheets incorporated peek obtain multifunctional nanocomposites. formation electrical percolation network π-π* conjugation graphene peek, resulting composites achieved 12 orders magnitude enhancement electrical conductivity thereby enabled electrophoretic deposition bioactive/antibacterial coating consisting stearyltrimethylammonium chloride-modified hydroxyapatite. coated composite implant shows significant boosting bone marrow mesenchymal stem cell proliferation vitro. addition, strong photothermal conversion effect graphene nanofillers enabled laser-induced heating nanocomposite implants, temperature implant reach 45 °c 150 s. unique multifunctionality implant also demonstrated photothermal applications enhancing bacterial eradication tumor cell inhibition, well bone tissue regeneration vivo. results suggest strong potential multifunctional implant bone repair applications well multimodal therapy challenging bone diseases osteosarcoma osteomyelitis.","He M, Zhu C, Xu H, Sun D, Chen C, Feng G, Liu L, Li Y, Zhang L,",ACS applied materials & interfaces,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33317266""]Conducting polyetheretherketone nanocomposites electrophoretically deposited bioactive coating bone tissue regeneration multimodal therapeutic applications.[/URL]",Conducting Polyetheretherketone Nanocomposites with an Electrophoretically Deposited Bioactive Coating for Bone Tissue Regeneration and Multimodal Therapeutic Applications.,12/09/2020,12/17/2020,"Conducting polyetheretherketone nanocomposites electrophoretically deposited bioactive coating bone tissue regeneration multimodal therapeutic applications. Use polyetheretherketone (peek) grown exponentially biomedical field recent decades outstanding biomechanical properties. however, lack bioactivity/osteointegration remains unresolved issue toward wide use orthopedic applications. work, graphene nanosheets incorporated peek obtain multifunctional nanocomposites. formation electrical percolation network π-π* conjugation graphene peek, resulting composites achieved 12 orders magnitude enhancement electrical conductivity thereby enabled electrophoretic deposition bioactive/antibacterial coating consisting stearyltrimethylammonium chloride-modified hydroxyapatite. coated composite implant shows significant boosting bone marrow mesenchymal stem cell proliferation vitro. addition, strong photothermal conversion effect graphene nanofillers enabled laser-induced heating nanocomposite implants, temperature implant reach 45 °c 150 s. unique multifunctionality implant also demonstrated photothermal applications enhancing bacterial eradication tumor cell inhibition, well bone tissue regeneration vivo. results suggest strong potential multifunctional implant bone repair applications well multimodal therapy challenging bone diseases osteosarcoma osteomyelitis."
Biomechanical investigation stomach following different bariatric surgery approaches.,"anisotropic visco-hyperelastic model, bariatric surgery, computational model, finite element analysis, stomach biomechanics","Stomach hollow organ gastrointestinal tract, bariatric surgery (bs) performed treatment obesity. even though bs effective treatment severe obesity, drawbacks complications still present intervention design largely based surgeon's expertise intraoperative decisions. bioengineering methods exploited develop computational tools rational presurgical design planning intervention.","Toniolo I, Fontanella CG, Foletto M, Carniel EL,","Bioengineering (Basel, Switzerland)","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33317122""]Biomechanical investigation stomach following different bariatric surgery approaches.[/URL]",Biomechanical Investigation of the Stomach Following Different Bariatric Surgery Approaches.,12/09/2020,12/17/2020,"Biomechanical investigation stomach following different bariatric surgery approaches. Stomach hollow organ gastrointestinal tract, bariatric surgery (bs) performed treatment obesity. even though bs effective treatment severe obesity, drawbacks complications still present intervention design largely based surgeon's expertise intraoperative decisions. bioengineering methods exploited develop computational tools rational presurgical design planning intervention."
Interspecific mating effects locomotor activity rhythms refractoriness aedes albopictus (diptera: culicidae) females.,"aedes aegypti, aedes albopictus, accessory gland, locomotor activity, satyrization","Study tests hypotheses locomotor activity ae. albopictus females significantly altered presence accessory gland (ag) extracts conspecific heterospecific males, ae. albopictus females remain receptive mating conspecific males even receiving ag ae. aegypti males. virgin ae. albopictus females injected saline (control group), ag extracts ae. aegypti males (aegmag) ag extracts ae. albopictus males (albmag). locomotor activity evaluated 12 h light 12 h darkness 25 °c. live ae. albopictus females subsequently exposed conspecific males 48 h, spermathecae dissected presence sperm. females injected aegmag albmag showed significant decreases total, diurnal diurnal without lights-on period activities. females injected aegmag showed significant decreases nocturnal nocturnal without lights-off period activities. females injected albmag showed significant decreases lights-off activity. total 83% ae. albopictus females injected aegmag 10% females injected albmag inseminated conspecific males. results, coupled previous paper mag interspecific mating effects female ae. aegypti, demonstrate contrasting outcomes locomotor activities loss sexual receptivity, conspecific heterospecific mags capable sterilizing virgin ae. aegypti, conspecific mags sterilizing ae. albopictus, whereas locomotor activities depressed females species heterospecific conspecific injections treatments.","Feitoza TS, Ferreira-de-Lima VH, Câmara DCP, Honório NA, Lounibos LP, Lima-Camara TN,",Insects,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33316878""]Interspecific mating effects locomotor activity rhythms refractoriness aedes albopictus (diptera: culicidae) females.[/URL]",Interspecific Mating Effects on Locomotor Activity Rhythms and Refractoriness of <i>Aedes albopictus</i> (Diptera: Culicidae) Females.,12/09/2020,12/17/2020,"Interspecific mating effects locomotor activity rhythms refractoriness aedes albopictus (diptera: culicidae) females. Study tests hypotheses locomotor activity ae. albopictus females significantly altered presence accessory gland (ag) extracts conspecific heterospecific males, ae. albopictus females remain receptive mating conspecific males even receiving ag ae. aegypti males. virgin ae. albopictus females injected saline (control group), ag extracts ae. aegypti males (aegmag) ag extracts ae. albopictus males (albmag). locomotor activity evaluated 12 h light 12 h darkness 25 °c. live ae. albopictus females subsequently exposed conspecific males 48 h, spermathecae dissected presence sperm. females injected aegmag albmag showed significant decreases total, diurnal diurnal without lights-on period activities. females injected aegmag showed significant decreases nocturnal nocturnal without lights-off period activities. females injected albmag showed significant decreases lights-off activity. total 83% ae. albopictus females injected aegmag 10% females injected albmag inseminated conspecific males. results, coupled previous paper mag interspecific mating effects female ae. aegypti, demonstrate contrasting outcomes locomotor activities loss sexual receptivity, conspecific heterospecific mags capable sterilizing virgin ae. aegypti, conspecific mags sterilizing ae. albopictus, whereas locomotor activities depressed females species heterospecific conspecific injections treatments."
Biomechanical clinical evaluation optimal arm position rotator cuff surgery adjustable abduction brace.,,"Abduction braces used intention relieving tension supraspinatus, thereby protecting operative repair. known, however, whether patients wearing brace deposit weight arm brace effectively actively stabilize arm despite brace. unknown position arm effective relax shoulder considered comfortable. twenty-two patients undergone arthroscopic supraspinatus repair postoperatively fitted standard abduction brace equipped torque sensor measure weight arm brace first second postoperative days. comfortable arm position, tear size, degenerative muscular changes magnetic resonance imaging assessed. patients (15 vs 5) preferred low angle abduction brace scapular rather true frontal plane irrespective tear location size. loads applied brace slightly higher high abduction angles (70° 90°) regional anesthesia (day 1), significantly higher low abduction angles (30° 50°) arm fully awake (day 2). comfortable brace position-which low angles abduction (30° 50°) scapular plane-is associated highest load transfer brace unanesthetized arm. authors therefore conclude abduction brace used, fitted scapular plane abduction angle 30° 50°. orthopedics. 2021;44(x):xx-xx..","Schenk P, Bachmann E, Aichmair A, Götschi T, Gerber C, Meyer DC,",Orthopedics,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33316824""]Biomechanical clinical evaluation optimal arm position rotator cuff surgery adjustable abduction brace.[/URL]",Biomechanical and Clinical Evaluation of the Optimal Arm Position After Rotator Cuff Surgery With an Adjustable Abduction Brace.,12/09/2020,12/17/2020,"Biomechanical clinical evaluation optimal arm position rotator cuff surgery adjustable abduction brace. Abduction braces used intention relieving tension supraspinatus, thereby protecting operative repair. known, however, whether patients wearing brace deposit weight arm brace effectively actively stabilize arm despite brace. unknown position arm effective relax shoulder considered comfortable. twenty-two patients undergone arthroscopic supraspinatus repair postoperatively fitted standard abduction brace equipped torque sensor measure weight arm brace first second postoperative days. comfortable arm position, tear size, degenerative muscular changes magnetic resonance imaging assessed. patients (15 vs 5) preferred low angle abduction brace scapular rather true frontal plane irrespective tear location size. loads applied brace slightly higher high abduction angles (70° 90°) regional anesthesia (day 1), significantly higher low abduction angles (30° 50°) arm fully awake (day 2). comfortable brace position-which low angles abduction (30° 50°) scapular plane-is associated highest load transfer brace unanesthetized arm. authors therefore conclude abduction brace used, fitted scapular plane abduction angle 30° 50°. orthopedics. 2021;44(x):xx-xx.."
Hip preservation autologous osteoblast cell-based treatment osteonecrosis femoral head.,,"Osteonecrosis femoral head progressive disease leads femoral head collapse secondary osteoarthritis left untreated. head preservation surgeries notable inefficiency providing pain-free hip joint cases extensive involvement femoral head. single-center study evaluated effectiveness autologous cultured osteoblast cells implanted core decompression debridement 15 patients diagnosed early osteonecrosis femoral head 2010 2012. overall mean follow-up 51 months; longest follow-up 7 years 3 patients. 9 months implant, patients resumed normal routine activities. reduction pain dependency walking support remarkable, none patients required revision. femoral joints preserved structurally, joint biomechanics, strength, function regained. use autologous osteoblast cell implant recommended patients early osteonecrosis. orthopedics. 2021;44(x):xx-xx..","Palekar G,",Orthopedics,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33316818""]Hip preservation autologous osteoblast cell-based treatment osteonecrosis femoral head.[/URL]",Hip Preservation With Autologous Osteoblast Cell-Based Treatment in Osteonecrosis of the Femoral Head.,12/09/2020,12/17/2020,"Hip preservation autologous osteoblast cell-based treatment osteonecrosis femoral head. Osteonecrosis femoral head progressive disease leads femoral head collapse secondary osteoarthritis left untreated. head preservation surgeries notable inefficiency providing pain-free hip joint cases extensive involvement femoral head. single-center study evaluated effectiveness autologous cultured osteoblast cells implanted core decompression debridement 15 patients diagnosed early osteonecrosis femoral head 2010 2012. overall mean follow-up 51 months; longest follow-up 7 years 3 patients. 9 months implant, patients resumed normal routine activities. reduction pain dependency walking support remarkable, none patients required revision. femoral joints preserved structurally, joint biomechanics, strength, function regained. use autologous osteoblast cell implant recommended patients early osteonecrosis. orthopedics. 2021;44(x):xx-xx.."
Update genetics keratoconus.,"cxl, gwas, genetics, keratoconus, polygenic risk score, variant","Past years seen great acceleration discoveries field keratoconus including new treatments, diagnostic tools, genomic molecular determinants disease risk. recent genome-wide association studies (gwas) keratoconus cases population wide studies variation central corneal thickness corneal biomechanical properties confirmed already identified genes found many new susceptibility variants biological pathways. recent findings genetic determinants familial keratoconus revealed functionally important variants established first mouse model keratoconus. latest transcriptomic expression studies started assessing novel non-coding rna targets addition identifying tissue specific effects coding genes. first genomic insights better prediction treatment outcomes bringing advent genomic medicine keratoconus clinical practice.","Bykhovskaya Y, Rabinowitz YS,",Experimental eye research,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33316263""]Update genetics keratoconus.[/URL]",Update on the genetics of keratoconus.,12/09/2020,12/17/2020,"Update genetics keratoconus. Past years seen great acceleration discoveries field keratoconus including new treatments, diagnostic tools, genomic molecular determinants disease risk. recent genome-wide association studies (gwas) keratoconus cases population wide studies variation central corneal thickness corneal biomechanical properties confirmed already identified genes found many new susceptibility variants biological pathways. recent findings genetic determinants familial keratoconus revealed functionally important variants established first mouse model keratoconus. latest transcriptomic expression studies started assessing novel non-coding rna targets addition identifying tissue specific effects coding genes. first genomic insights better prediction treatment outcomes bringing advent genomic medicine keratoconus clinical practice."
Stakeholder involvement development trial material clinical trial.,"patient and public involvement, research collaboration, stakeholder involvement, clinical trial, informed consent","Stakeholder involvement includes patients public, also delivering treatment example clinicians students. stakeholder brings unique experiences process. aim stakeholder exercise explore readability understanding trial material future trial conducted authors: biomechanical effects manual therapy-a feasibility study.","Rix J, Branney J, Breen AC, Sewell P, Docherty S,",Health expectations : an international journal of public participation in health care and health policy,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33316128""]Stakeholder involvement development trial material clinical trial.[/URL]",Stakeholder involvement in the development of trial material for a clinical trial.,12/09/2020,12/17/2020,"Stakeholder involvement development trial material clinical trial. Stakeholder involvement includes patients public, also delivering treatment example clinicians students. stakeholder brings unique experiences process. aim stakeholder exercise explore readability understanding trial material future trial conducted authors: biomechanical effects manual therapy-a feasibility study."
Characteristics chiropractic patients treated university johannesburg chiropractic student clinic relevance educational process.,"chiropractic, education, retrospective studies, south africa, spinal manipulation, students",Study aimed analyze demographic descriptive information new patients presenting educational institution-based chiropractic student clinic south africa could used draw comparisons international chiropractic student clinics local practices.,"Ismail F, Booysen N, Yelverton C, Peterson C,",The Journal of chiropractic education,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33316062""]Characteristics chiropractic patients treated university johannesburg chiropractic student clinic relevance educational process.[/URL]",Characteristics of chiropractic patients treated at the University of Johannesburg chiropractic student clinic and relevance to the educational process.,12/09/2020,12/17/2020,Characteristics chiropractic patients treated university johannesburg chiropractic student clinic relevance educational process. Study aimed analyze demographic descriptive information new patients presenting educational institution-based chiropractic student clinic south africa could used draw comparisons international chiropractic student clinics local practices.
Motion laboratory gait analysis orthopedic resident education: preliminary results.,,"Gait analysis pediatric adult orthopedic patient populations adjunct diagnosis treatment multitude musculoskeletal conditions. understanding normal abnormal gait biomechanics important aspect orthopedic residency; yet, great variability time residency programs dedicate gait analysis education. purpose study investigate formal gait analysis education residency improves orthopedic resident's understanding normal pathologic gait. five residency programs consisting 81 resident subjects surveyed beginning 2016-2017 academic year. residents divided formal gait analysis education (group a) without (group b). resident sent online survey 11 questions former orthopedic in-training exams (oite) regarding gait pattern analysis. average number correct questions compared two groups student's t-test. fifty-three 81 surveys sent completed. 23 subjects group 30 group b. five programs postgraduate years (pgys) represented (pgy1: 10, pgy2: 12, pgy3: 12, pgy4: 6, pgy5 12). average score residents 5.6 11 correct (51%). residents group averaged significantly higher score (6.3) group b (5.0) (p = 0.017). understanding gait biomechanics critical skill orthopedic surgeons, residency training often lacks sufficient training curriculum. good understanding gait analysis allows orthopedic surgeons analyze gait disturbances develop patient-specific treatment plans adult pediatric populations. study found improved knowledge gait patterns amongst orthopedic residents formal education. even though residents formal education fared better counterparts, overall percent correct still low (51%). evidence: level 3: prospective cohort study.","Malone JB, Burns JD, Belthur MV, Karlen JW,",Journal of pediatric orthopedics. Part B,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33315802""]Motion laboratory gait analysis orthopedic resident education: preliminary results.[/URL]",Motion laboratory gait analysis and orthopedic resident education: preliminary results.,12/09/2020,12/17/2020,"Motion laboratory gait analysis orthopedic resident education: preliminary results. Gait analysis pediatric adult orthopedic patient populations adjunct diagnosis treatment multitude musculoskeletal conditions. understanding normal abnormal gait biomechanics important aspect orthopedic residency; yet, great variability time residency programs dedicate gait analysis education. purpose study investigate formal gait analysis education residency improves orthopedic resident's understanding normal pathologic gait. five residency programs consisting 81 resident subjects surveyed beginning 2016-2017 academic year. residents divided formal gait analysis education (group a) without (group b). resident sent online survey 11 questions former orthopedic in-training exams (oite) regarding gait pattern analysis. average number correct questions compared two groups student's t-test. fifty-three 81 surveys sent completed. 23 subjects group 30 group b. five programs postgraduate years (pgys) represented (pgy1: 10, pgy2: 12, pgy3: 12, pgy4: 6, pgy5 12). average score residents 5.6 11 correct (51%). residents group averaged significantly higher score (6.3) group b (5.0) (p = 0.017). understanding gait biomechanics critical skill orthopedic surgeons, residency training often lacks sufficient training curriculum. good understanding gait analysis allows orthopedic surgeons analyze gait disturbances develop patient-specific treatment plans adult pediatric populations. study found improved knowledge gait patterns amongst orthopedic residents formal education. even though residents formal education fared better counterparts, overall percent correct still low (51%). evidence: level 3: prospective cohort study."
Contribution bowman's layer corneal biomechanics.,,"Whether bowman's layer contributing corneal biomechanics subject controversy: surgical techniques small incision lenticule extraction (smile) bowman's layer transplantation suggest role, whereas experimental studies performed whole-thickness corneas failed show role. here, elastic modulus thin corneal lamellae measured, potential relative biomechanical contribution bowman's layer would greater.","Torres-Netto EA, Hafezi F, Spiru B, Gilardoni F, Hafezi N, Gomes JAP, Randleman JB, Sekundo W, Kling S,",Journal of cataract and refractive surgery,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33315734""]Contribution bowman's layer corneal biomechanics.[/URL]",Contribution of Bowman's layer to corneal biomechanics.,12/09/2020,12/17/2020,"Contribution bowman's layer corneal biomechanics. Whether bowman's layer contributing corneal biomechanics subject controversy: surgical techniques small incision lenticule extraction (smile) bowman's layer transplantation suggest role, whereas experimental studies performed whole-thickness corneas failed show role. here, elastic modulus thin corneal lamellae measured, potential relative biomechanical contribution bowman's layer would greater."
