title,topic,pred_val,authors,journal,links,full_title
search optimal design bioprosthetic venous valve silico vitro studies,CARDIOVASCULAR/CARDIOPULMONARY,96.90192937850952,"Chen HY, Tien WS, Chambers SD, Dabiri D, Kassab GS,",*European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery*,* [Search for an Optimal Design of a Bioprosthetic Venous Valve: In silico and in vitro Studies.](https://www.ncbi.nlm.nih.gov/pubmed/31133446),Search for an Optimal Design of a Bioprosthetic Venous Valve: In silico and in vitro Studies.
measure characterization forces exerted growing multicellular spheroids using microdevice arrays,CELLULAR/SUBCELLULAR,39.046746492385864,"Aoun L, Larnier S, Weiss P, Cazales M, Herbulot A, Ducommun B, Vieu C, Lobjois V,",*PloS one*,* [Measure and characterization of the forces exerted by growing multicellular spheroids using microdevice arrays.](https://www.ncbi.nlm.nih.gov/pubmed/31120960),Measure and characterization of the forces exerted by growing multicellular spheroids using microdevice arrays.
drosophila adck1 critical maintaining mitochondrial structures functions muscle,CELLULAR/SUBCELLULAR,89.239901304245,"Yoon W, Hwang SH, Lee SH, Chung J,",*PLoS genetics*,* [Drosophila ADCK1 is critical for maintaining mitochondrial structures and functions in the muscle.](https://www.ncbi.nlm.nih.gov/pubmed/31125351),Drosophila ADCK1 is critical for maintaining mitochondrial structures and functions in the muscle.
responses cellular adhesion strength stiffness fluid shear stress tumor cell rolling motion,CELLULAR/SUBCELLULAR,99.16027188301086,"Li W, Mao S, Khan M, Zhang Q, Huang Q, Feng S, Lin JM,",*ACS sensors*,* [Responses of Cellular Adhesion Strength and Stiffness to Fluid Shear Stress during Tumor Cell Rolling Motion.](https://www.ncbi.nlm.nih.gov/pubmed/31094503),Responses of Cellular Adhesion Strength and Stiffness to Fluid Shear Stress during Tumor Cell Rolling Motion.
hspb1 phosphorylation regulates intramolecular dynamics mechanosensitive molecular chaperone interaction filamin c,CELLULAR/SUBCELLULAR,98.02581071853638,"Collier MP, Alderson TR, de Villiers CP, Nicholls D, Gastall HY, Allison TM, Degiacomi MT, Jiang H, Mlynek G, Fürst DO, van der Ven PFM, Djinovic-Carugo K, Baldwin AJ, Watkins H, Gehmlich K, Benesch JLP,",*Science advances*,* [HspB1 phosphorylation regulates its intramolecular dynamics and mechanosensitive molecular chaperone interaction with filamin C.](https://www.ncbi.nlm.nih.gov/pubmed/31131323),HspB1 phosphorylation regulates its intramolecular dynamics and mechanosensitive molecular chaperone interaction with filamin C.
enhancer zeste homolog 2 ezh2 regulates adipocyte lipid metabolism independent adipogenic differentiation role apolipoprotein e,CELLULAR/SUBCELLULAR,85.0073516368866,"Yiew NKH, Greenway C, Zarzour A, Ahmadieh S, Goo B, Kim D, Benson TW, Ogbi M, Tang YL, Chen W, Stepp D, Patel V, Hilton R, Lu XY, Hui DY, Kim HW, Weintraub NL,",*The Journal of biological chemistry*,* [Enhancer of zeste homolog 2 (EZH2) regulates adipocyte lipid metabolism independent of adipogenic differentiation: Role of apolipoprotein E.](https://www.ncbi.nlm.nih.gov/pubmed/30971429),Enhancer of zeste homolog 2 (EZH2) regulates adipocyte lipid metabolism independent of adipogenic differentiation: Role of apolipoprotein E.
cellular circadian period length inversely correlates hba sub 1c sub levels individuals type 2 diabetes,CELLULAR/SUBCELLULAR,38.46818804740906,"Sinturel F, Makhlouf AM, Meyer P, Tran C, Pataky Z, Golay A, Rey G, Howald C, Dermitzakis ET, Pichard C, Philippe J, Brown SA, Dibner C,",*Diabetologia*,* [Cellular circadian period length inversely correlates with HbA<sub>1c</sub> levels in individuals with type 2 diabetes.](https://www.ncbi.nlm.nih.gov/pubmed/31134308),Cellular circadian period length inversely correlates with HbA<sub>1c</sub> levels in individuals with type 2 diabetes.
microcurrent stimulation activates circadian machinery mice,CELLULAR/SUBCELLULAR,46.23388648033142,"Matsunaga N, Yoshida Y, Kitajou N, Shiraishi A, Kusunose N, Koyanagi S, Ohdo S,",*Biochemical and biophysical research communications*,* [Microcurrent stimulation activates the circadian machinery in mice.](https://www.ncbi.nlm.nih.gov/pubmed/30944082),Microcurrent stimulation activates the circadian machinery in mice.
hoatzin nestling locomotion acquisition quadrupedal limb coordination birds,COMPARATIVE,70.68012952804565,"Abourachid A, Herrel A, Decamps T, Pages F, Fabre AC, Van Hoorebeke L, Adriaens D, Garcia Amado MA,",*Science advances*,* [Hoatzin nestling locomotion: Acquisition of quadrupedal limb coordination in birds.](https://www.ncbi.nlm.nih.gov/pubmed/31131317),Hoatzin nestling locomotion: Acquisition of quadrupedal limb coordination in birds.
fem analysis excellent cushion characteristic ostrich struthio camelus toe pads,COMPARATIVE,34.26436483860016,"Zhang R, Ling L, Han D, Wang H, Yu G, Jiang L, Li D, Chang Z,",*PloS one*,* [FEM analysis in excellent cushion characteristic of ostrich (Struthio camelus) toe pads.](https://www.ncbi.nlm.nih.gov/pubmed/31116736),FEM analysis in excellent cushion characteristic of ostrich (Struthio camelus) toe pads.
circadian entrainment food drugs abuse,COMPARATIVE,62.05248832702637,"Gillman AG, Rebec GV, Pecoraro N, Kosobud AEK,",*Behavioural processes*,* [Circadian entrainment by food and drugs of abuse.](https://www.ncbi.nlm.nih.gov/pubmed/31132444),Circadian entrainment by food and drugs of abuse.
evaluation vertical box plating technique mandibular body fractures retrospective analysis patient outcomes,DENTAL/ORAL/FACIAL,59.2199444770813,"Demesh D, Leonard JA, Schechter CB, Dhillon P, Hsueh W, Stupak H,",*JAMA facial plastic surgery*,* [Evaluation of a Vertical Box Plating Technique for Mandibular Body Fractures and Retrospective Analysis of Patient Outcomes.](https://www.ncbi.nlm.nih.gov/pubmed/31120473),Evaluation of a Vertical Box Plating Technique for Mandibular Body Fractures and Retrospective Analysis of Patient Outcomes.
biomechanical effect exposed dental implant first thread three dimensional finite element analysis study,DENTAL/ORAL/FACIAL,98.76006841659546,"Hudieb MI, Wakabayashi N, Abu-Hammad OA, Kasugai S,",*Medical science monitor : international medical journal of experimental and clinical research*,* [Biomechanical Effect of an Exposed Dental Implant's First Thread: A Three-Dimensional Finite Element Analysis Study.](https://www.ncbi.nlm.nih.gov/pubmed/31131833),Biomechanical Effect of an Exposed Dental Implant's First Thread: A Three-Dimensional Finite Element Analysis Study.
biomechanical performance immature maxillary central incisor revitalization finite element analysis,DENTAL/ORAL/FACIAL,97.84426689147949,"Bucchi C, Marcé-Nogué J, Galler KM, Widbiller M,",*International endodontic journal*,* [Biomechanical performance of an immature maxillary central incisor after revitalization: A finite element analysis.](https://www.ncbi.nlm.nih.gov/pubmed/31116441),Biomechanical performance of an immature maxillary central incisor after revitalization: A finite element analysis.
evolution single toe horses causes consequences way forward,EVOLUTION/ANTHROPOLOGY,89.67575430870056,"McHorse BK, Biewener AA, Pierce SE,",*Integrative and comparative biology*,"* [The evolution of a single toe in horses: causes, consequences, and the way forward.](https://www.ncbi.nlm.nih.gov/pubmed/31127281)","The evolution of a single toe in horses: causes, consequences, and the way forward."
evolutionary dynamics mechanically complex systems,EVOLUTION/ANTHROPOLOGY,88.2001519203186,"Muñoz MM,",*Integrative and comparative biology*,* [The Evolutionary Dynamics of Mechanically Complex Systems.](https://www.ncbi.nlm.nih.gov/pubmed/31134268),The Evolutionary Dynamics of Mechanically Complex Systems.
variation facial bone growth remodeling prehistoric populations southern south america,EVOLUTION/ANTHROPOLOGY,81.03767037391663,"Brachetta-Aporta N, Gonzalez PN, Bernal V,",*American journal of physical anthropology*,* [Variation in facial bone growth remodeling in prehistoric populations from southern South America.](https://www.ncbi.nlm.nih.gov/pubmed/31125125),Variation in facial bone growth remodeling in prehistoric populations from southern South America.
bracket slot size selection matter taste,EVOLUTION/ANTHROPOLOGY,37.85189986228943,"Eliades T,",*European journal of orthodontics*,* [Bracket slot size selection: after all a matter of taste?](https://www.ncbi.nlm.nih.gov/pubmed/30184050),Bracket slot size selection: after all a matter of taste?
minimum predicted distance applying common metric collision avoidance strategies children adult walkers,GAIT/LOCOMOTION,76.96043252944946,"Rapos V, Cinelli M, Snyder N, Crétual A, Olivier AH,",*Gait & posture*,* [Minimum predicted distance: Applying a common metric to collision avoidance strategies between children and adult walkers.](https://www.ncbi.nlm.nih.gov/pubmed/31132592),Minimum predicted distance: Applying a common metric to collision avoidance strategies between children and adult walkers.
clinical automated gait analysis patients vestibular cerebellar functional gait disorders perspectives limitations,GAIT/LOCOMOTION,49.92158114910126,"Schniepp R, Möhwald K, Wuehr M,",*Journal of neurology*,"* [Clinical and automated gait analysis in patients with vestibular, cerebellar, and functional gait disorders: perspectives and limitations.](https://www.ncbi.nlm.nih.gov/pubmed/31134375)","Clinical and automated gait analysis in patients with vestibular, cerebellar, and functional gait disorders: perspectives and limitations."
muscle specific indices characterise functional behaviour human lower limb muscles locomotion,GAIT/LOCOMOTION,52.46027112007141,"Lai AKM, Biewener AA, Wakeling JM,",*Journal of biomechanics*,* [Muscle-specific indices to characterise the functional behaviour of human lower-limb muscles during locomotion.](https://www.ncbi.nlm.nih.gov/pubmed/31036379),Muscle-specific indices to characterise the functional behaviour of human lower-limb muscles during locomotion.
goats decrease hindlimb stiffness walking compliant surfaces,GAIT/LOCOMOTION,82.63553380966187,"Clites TR, Arnold AS, Singh NM, Kline E, Chen H, Tugman C, Billadeau B, Biewener AA, Herr HM,",*The Journal of experimental biology*,* [Goats decrease hindlimb stiffness when walking over compliant surfaces.](https://www.ncbi.nlm.nih.gov/pubmed/31085599),Goats decrease hindlimb stiffness when walking over compliant surfaces.
locomotor kinematics emg activity quadrupedal vs bipedal gait japanese macaque,GAIT/LOCOMOTION,76.41278505325317,"Higurashi Y, Maier MA, Nakajima K, Morita K, Fujiki S, Aoi S, Mori F, Murata A, Inase M,",*Journal of neurophysiology*,* [Locomotor kinematics and EMG activity during quadrupedal vs. bipedal gait in the Japanese macaque.](https://www.ncbi.nlm.nih.gov/pubmed/31116630),Locomotor kinematics and EMG activity during quadrupedal vs. bipedal gait in the Japanese macaque.
older adults cope cognitive complexity environmental constraints dual task walking role executive function involvement,GAIT/LOCOMOTION,88.230961561203,"Forte R, Pesce C, Di Baldassarre A, Shea J, Voelcker-Rehage C, Capranica L, Condello G,",*International journal of environmental research and public health*,* [How Older Adults Cope with Cognitive Complexity and Environmental Constraints during Dual-Task Walking: The Role of Executive Function Involvement.](https://www.ncbi.nlm.nih.gov/pubmed/31126116),How Older Adults Cope with Cognitive Complexity and Environmental Constraints during Dual-Task Walking: The Role of Executive Function Involvement.
effects medial knee unloading implant tibiofemoral joint mechanics walking,JOINT/CARTILAGE,89.46970701217651,"Morgan OJ, Hillstrom HJ, Ranawat A, Fragomen AT, Rozbruch SR, Hillstrom R,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Effects of a medial knee unloading implant on tibiofemoral joint mechanics during walking.](https://www.ncbi.nlm.nih.gov/pubmed/31119801),Effects of a medial knee unloading implant on tibiofemoral joint mechanics during walking.
contrast enhanced computed tomography scoring system distinguishing early osteoarthritis disease states feasibility study,JOINT/CARTILAGE,92.30029582977295,"Stewart RC, Nelson BB, Kawcak CE, Freedman JD, Snyder BD, Goodrich LR, Grinstaff MW,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [A Contrast-Enhanced Computed Tomography Scoring System for Distinguishing Early Osteoarthritis Disease States: A Feasibility Study.](https://www.ncbi.nlm.nih.gov/pubmed/31136003),A Contrast-Enhanced Computed Tomography Scoring System for Distinguishing Early Osteoarthritis Disease States: A Feasibility Study.
bilateral anterior elevation prosthesis boosts chondrocytes proliferation mice mandibular condyle,JOINT/CARTILAGE,55.55199980735779,"Liu Q, Yang HX, Duan J, Zhang HY, Xie MJ, Ren HT, Zhang M, Zhang J, Lu L, Liu XD, Yu SB, Wang MQ,",*Oral diseases*,* [Bilateral anterior elevation prosthesis boosts chondrocytes proliferation in mice mandibular condyle.](https://www.ncbi.nlm.nih.gov/pubmed/31132303),Bilateral anterior elevation prosthesis boosts chondrocytes proliferation in mice mandibular condyle.
small sized lightweight flexible triboelectric nanogenerator enhanced ptfe pdms nanocomposite electret,METHODS,72.182697057724,"Li ZB, Li HY, Fan YJ, Liu L, Chen YH, Zhang C, Zhu G,",*ACS applied materials & interfaces*,"* [Small-Sized, Lightweight, and Flexible Triboelectric Nanogenerator Enhanced by PTFE/PDMS Nanocomposite Electret.](https://www.ncbi.nlm.nih.gov/pubmed/31081607)","Small-Sized, Lightweight, and Flexible Triboelectric Nanogenerator Enhanced by PTFE/PDMS Nanocomposite Electret."
validity reliability shoe embedded sensor module measuring foot progression angle ground walking,METHODS,93.68014335632324,"Charlton JM, Xia H, Shull PB, Hunt MA,",*Journal of biomechanics*,* [Validity and reliability of a shoe-embedded sensor module for measuring foot progression angle during over-ground walking.](https://www.ncbi.nlm.nih.gov/pubmed/31047695),Validity and reliability of a shoe-embedded sensor module for measuring foot progression angle during over-ground walking.
resolving form structure function relationships plants mri biomimetic transfer,METHODS,34.16617512702942,"Hesse L, Leupold J, Poppinga S, Wick M, Strobel K, Masselter T, Speck T,",*Integrative and comparative biology*,* [Resolving form-structure-function relationships in plants with MRI for biomimetic transfer.](https://www.ncbi.nlm.nih.gov/pubmed/31120532),Resolving form-structure-function relationships in plants with MRI for biomimetic transfer.
viscoelastic shear thinning effects aqueous exopolymer solution disk sphere settling,MODELING,24.73289668560028,"Mrokowska MM, Krztoń-Maziopa A,",*Scientific reports*,* [Viscoelastic and shear-thinning effects of aqueous exopolymer solution on disk and sphere settling.](https://www.ncbi.nlm.nih.gov/pubmed/31133719),Viscoelastic and shear-thinning effects of aqueous exopolymer solution on disk and sphere settling.
influence impact surface head kinematics brain tissue response impacts equestrian helmets,MODELING,32.06539452075958,"Clark JM, Connor TA, Post A, Hoshizaki TB, Gilchrist MD,",*Sports biomechanics*,* [The influence of impact surface on head kinematics and brain tissue response during impacts with equestrian helmets.](https://www.ncbi.nlm.nih.gov/pubmed/31124751),The influence of impact surface on head kinematics and brain tissue response during impacts with equestrian helmets.
structure activity acute neurobehavioral effects cyclohexane benzene xylene toluene rats,NEURAL,75.21024942398071,"Armenta-Reséndiz M, Ríos-Leal E, Rivera-García MT, López-Rubalcava C, Cruz SL,",*Toxicology and applied pharmacology*,"* [Structure-activity study of acute neurobehavioral effects of cyclohexane, benzene, m-xylene, and toluene in rats.](https://www.ncbi.nlm.nih.gov/pubmed/31128119)","Structure-activity study of acute neurobehavioral effects of cyclohexane, benzene, m-xylene, and toluene in rats."
differences morphometric measures uninjured porcine spinal cord dural sac predict histological behavioral outcomes traumatic spinal cord injury,NEURAL,43.823498487472534,"Kim KT, Streijger F, So K, Manouchehri N, Shortt K, Okon EB, Tigchelaar S, Fong A, Morrison C, Keung M, Sun J, Liu E, Cripton PA, Kwon BK,",*Journal of neurotrauma*,* [Differences in Morphometric Measures of the Uninjured Porcine Spinal Cord and Dural Sac Predict Histological and Behavioral Outcomes after Traumatic Spinal Cord Injury.](https://www.ncbi.nlm.nih.gov/pubmed/30816064),Differences in Morphometric Measures of the Uninjured Porcine Spinal Cord and Dural Sac Predict Histological and Behavioral Outcomes after Traumatic Spinal Cord Injury.
busted dope ring activity clocked dawn dusk,NEURAL,74.87226128578186,"Hulse BK, Jayaraman V,",*Neuron*,* [Busted! A Dope Ring with Activity Clocked at Dawn and Dusk.](https://www.ncbi.nlm.nih.gov/pubmed/31121121),Busted! A Dope Ring with Activity Clocked at Dawn and Dusk.
representation haltere oscillations integration visual inputs fly central complex,NEURAL,97.47089147567749,"Kathman ND, Fox JL,",*The Journal of neuroscience : the official journal of the Society for Neuroscience*,* [Representation of Haltere Oscillations and Integration with Visual Inputs in the Fly Central Complex.](https://www.ncbi.nlm.nih.gov/pubmed/30877172),Representation of Haltere Oscillations and Integration with Visual Inputs in the Fly Central Complex.
quantitation neural silencing activity anion channelrhodopsins caenorhabditis elegans applicability long term illumination,NEURAL,74.37773942947388,"Yamanashi T, Maki M, Kojima K, Shibukawa A, Tsukamoto T, Chowdhury S, Yamanaka A, Takagi S, Sudo Y,",*Scientific reports*,* [Quantitation of the neural silencing activity of anion channelrhodopsins in Caenorhabditis elegans and their applicability for long-term illumination.](https://www.ncbi.nlm.nih.gov/pubmed/31133660),Quantitation of the neural silencing activity of anion channelrhodopsins in Caenorhabditis elegans and their applicability for long-term illumination.
morning evening circadian pacemakers independently drive premotor centers via specific dopamine relay,NEURAL,94.68962550163269,"Liang X, Ho MCW, Zhang Y, Li Y, Wu MN, Holy TE, Taghert PH,",*Neuron*,* [Morning and Evening Circadian Pacemakers Independently Drive Premotor Centers via a Specific Dopamine Relay.](https://www.ncbi.nlm.nih.gov/pubmed/30981533),Morning and Evening Circadian Pacemakers Independently Drive Premotor Centers via a Specific Dopamine Relay.
cannabinoids stimulate trp channel dependent release serotonin dopamine modulate behavior c elegans,NEURAL,95.42291164398193,"Oakes M, Law WJ, Komuniecki R,",*The Journal of neuroscience : the official journal of the Society for Neuroscience*,* [Cannabinoids Stimulate the TRP Channel-Dependent Release of Both Serotonin and Dopamine to Modulate Behavior in <i>C. elegans</i>.](https://www.ncbi.nlm.nih.gov/pubmed/30886012),Cannabinoids Stimulate the TRP Channel-Dependent Release of Both Serotonin and Dopamine to Modulate Behavior in <i>C. elegans</i>.
longitudinal characterization cognitive motor deficits excitotoxic lesion model striatal dysfunction non human primates,NEURAL,99.13685917854309,"Lavisse S, Williams S, Lecourtois S, van Camp N, Guillermier M, Gipchtein P, Jan C, Goutal S, Eymin L, Valette J, Delzescaux T, Perrier AL, Hantraye P, Badin RA,",*Neurobiology of disease*,* [Longitudinal characterization of cognitive and motor deficits in an excitotoxic lesion model of striatal dysfunction in non-human primates.](https://www.ncbi.nlm.nih.gov/pubmed/31132407),Longitudinal characterization of cognitive and motor deficits in an excitotoxic lesion model of striatal dysfunction in non-human primates.
tropisetron facilitates footshock suppression compulsive cocaine seeking,NEURAL,33.31465423107147,"Zhou YQ, Zhang LY, Yu ZP, Zhang XQ, Shi J, Shen HW,",*The international journal of neuropsychopharmacology*,* [Tropisetron facilitates footshock suppression of compulsive cocaine seeking.](https://www.ncbi.nlm.nih.gov/pubmed/31125405),Tropisetron facilitates footshock suppression of compulsive cocaine seeking.
regulation locomotor speed selection active sets neurons v1 neurons,NEURAL,93.78398656845093,"Kimura Y, Higashijima SI,",*Nature communications*,* [Regulation of locomotor speed and selection of active sets of neurons by V1 neurons.](https://www.ncbi.nlm.nih.gov/pubmed/31118414),Regulation of locomotor speed and selection of active sets of neurons by V1 neurons.
using upright preparation identify characterize locomotor related neurons across transverse plane neonatal mouse spinal cord,NEURAL,95.21121382713318,"Rancic V, Haque F, Ballanyi K, Gosgnach S,",*Journal of neuroscience methods*,* [Using an upright preparation to identify and characterize locomotor related neurons across the transverse plane of the neonatal mouse spinal cord.](https://www.ncbi.nlm.nih.gov/pubmed/31132372),Using an upright preparation to identify and characterize locomotor related neurons across the transverse plane of the neonatal mouse spinal cord.
radiographic dose dependency loperamide effects gastrointestinal motor function rat temporal relationship nausea like behavior,NEURAL,55.4822564125061,"Vera G, Girón R, Martín-Fontelles MI, Abalo R,",*Neurogastroenterology and motility : the official journal of the European Gastrointestinal Motility Society*,* [Radiographic dose-dependency study of loperamide effects on gastrointestinal motor function in the rat. Temporal relationship with nausea-like behavior.](https://www.ncbi.nlm.nih.gov/pubmed/31117152),Radiographic dose-dependency study of loperamide effects on gastrointestinal motor function in the rat. Temporal relationship with nausea-like behavior.
essential role mouse synapse associated protein syap1 circuits spontaneous motor activity rotarod balance,NEURAL,97.61528968811035,"von Collenberg CR, Schmitt D, Rülicke T, Sendtner M, Blum R, Buchner E,",*Biology open*,* [Essential role of the mouse synapse associated protein Syap1 in circuits for spontaneous motor activity and rotarod balance.](https://www.ncbi.nlm.nih.gov/pubmed/31118165),Essential role of the mouse synapse associated protein Syap1 in circuits for spontaneous motor activity and rotarod balance.
bioactivities serotonin transporter medicate antidepressant effects acorus tatarinowii schott,NEURAL,16.437621414661407,"Zhang FH, Wang ZM, Liu YT, Huang JS, Liang S, Wu HH, Xu YT,",*Journal of ethnopharmacology*,* [Bioactivities of serotonin transporter medicate antidepressant effects of Acorus tatarinowii Schott.](https://www.ncbi.nlm.nih.gov/pubmed/31128148),Bioactivities of serotonin transporter medicate antidepressant effects of Acorus tatarinowii Schott.
chronic nicotine exposure alters metabotropic glutamate receptor 5 longitudinal pet study behavioural assessment rats,NEURAL,53.390371799468994,"Müller Herde A, Mihov Y, Krämer SD, Mu L, Adamantidis A, Ametamey SM, Hasler G,",*Neurotoxicity research*,* [Chronic Nicotine Exposure Alters Metabotropic Glutamate Receptor 5: Longitudinal PET Study and Behavioural Assessment in Rats.](https://www.ncbi.nlm.nih.gov/pubmed/31119680),Chronic Nicotine Exposure Alters Metabotropic Glutamate Receptor 5: Longitudinal PET Study and Behavioural Assessment in Rats.
model neuroinflammation designed mimic delirium quetiapine reduces cortisol secretion preserves reversal learning attentional set shifting task,NEURAL,29.707905650138855,"Carr ZJ, Miller L, Ruiz-Velasco V, Kunselman AR, Karamchandani K,",*Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology*,"* [In a Model of Neuroinflammation Designed to Mimic Delirium, Quetiapine Reduces Cortisol Secretion and Preserves Reversal Learning in the Attentional Set Shifting Task.](https://www.ncbi.nlm.nih.gov/pubmed/31119596)","In a Model of Neuroinflammation Designed to Mimic Delirium, Quetiapine Reduces Cortisol Secretion and Preserves Reversal Learning in the Attentional Set Shifting Task."
cinnamon metabolite protect nigrostriatum mouse model parkinson disease via astrocytic gdnf,NEURAL,97.06295728683472,"Patel D, Jana A, Roy A, Pahan K,",*Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology*,* [Cinnamon and its Metabolite Protect the Nigrostriatum in a Mouse Model of Parkinson's Disease Via Astrocytic GDNF.](https://www.ncbi.nlm.nih.gov/pubmed/31119595),Cinnamon and its Metabolite Protect the Nigrostriatum in a Mouse Model of Parkinson's Disease Via Astrocytic GDNF.
impact repetitive mild traumatic brain injury behavioral hippocampal deficits mouse model chronic stress,NEURAL,81.98487758636475,"Algamal M, Saltiel N, Pearson AJ, Ager B, Burca I, Mouzon B, Diamond DM, Mullan M, Ojo JO, Crawford F,",*Journal of neurotrauma*,* [Impact of Repetitive Mild Traumatic Brain Injury on Behavioral and Hippocampal Deficits in a Mouse Model of Chronic Stress.](https://www.ncbi.nlm.nih.gov/pubmed/30963958),Impact of Repetitive Mild Traumatic Brain Injury on Behavioral and Hippocampal Deficits in a Mouse Model of Chronic Stress.
