title,topic,pred_val,authors,journal,links,full_title,abstract
effect cup orientation stability trapeziometacarpal total joint arthroplasty biomechanical cadaver,CELLULAR/SUBCELLULAR,52.5% CELLULAR/SUBCELLULAR; 6.9% CARDIOVASCULAR/CARDIOPULMONARY; 6.8% COMPARATIVE,"Brauns A, Caekebeke P, Duerinckx J,","*The Journal of hand surgery, European volume*",* [The effect of cup orientation on stability of trapeziometacarpal total joint arthroplasty: a biomechanical cadaver study.](https://www.ncbi.nlm.nih.gov/pubmed/31156021),The effect of cup orientation on stability of trapeziometacarpal total joint arthroplasty: a biomechanical cadaver study.,"It has been suggested that the cup of a trapeziometacarpal total joint replacement should be positioned parallel with the proximal articular surface of the trapezium to align it with the centre of motion. This would diminish the chance of dislocation. The goal of this study was to test this idea biomechanically. A linked trapeziometacarpal prosthesis was implanted in seven cadaver hands and combined with three-dimensional printed trapezium cups in 17 different orientations. For every combination, stability of the prosthesis was assessed through its entire passive range of motion. Dorsal inclination of the cup relative to the proximal articular surface increased the risk of dislocation with thumb flexion and opposition. The risk of dislocation was also increased with lateral or medial inclination of the cup exceeding 20°. Our results demonstrate that cup orientation is an important factor in prosthetic joint stability. Cup placement parallel to the proximal articular surface is ideal."
vitamin nervous system,CELLULAR/SUBCELLULAR,21.6% CELLULAR/SUBCELLULAR; 15.5% COMPARATIVE; 14.4% NEURAL,"Bivona G, Gambino CM, Iacolino G, Ciaccio M,",*Neurological research*,* [Vitamin D and the nervous system.](https://www.ncbi.nlm.nih.gov/pubmed/31142227),Vitamin D and the nervous system.,"<b>Objective</b>: to summarise the activities that Vitamin D (VD) carries out in the brain and to clarify the potential role of VD in neurological diseases. <b>Methods</b>: a literature research has been performed in Pubmed using the following keywords: 'Vitamin D', 'nervous system', 'brain'. <b>Results</b>: the studies reviewed show that VD contributes to cerebral activity in both embryonic and adult brain, helping the connectivity of neural circuits responsible for locomotor, emotional and reward-dependent behavior. Low VD serum levels have been found in patients affected by Alzheimer Disease, Parkinson Disease, Multiple Sclerosis, Autism Spectrum Disorders, Sleep Disorders and Schizophrenia. <b>Discussion</b>: findings are controversial and should be interpreted with caution, since most of the studies performed have observational study set and few interventional studies are available, producing conflicting results. Overall, it can be stated that the potential role of Vitamin D in neurological diseases is mostly unclear and further randomised controlled trials are needed to understand better whether Vitamin D supplementation treatment can be useful in brain disorders."
disentangling loosening softening insights primary cell wall structure,CELLULAR/SUBCELLULAR,67.3% CELLULAR/SUBCELLULAR; 23.5% TISSUE/BIOMATERIAL; 4.2% CARDIOVASCULAR/CARDIOPULMONARY,"Zhang T, Tang H, Vavylonis D, Cosgrove DJ,",*The Plant journal : for cell and molecular biology*,* [Disentangling loosening from softening: insights into primary cell wall structure.](https://www.ncbi.nlm.nih.gov/pubmed/31469935),Disentangling loosening from softening: insights into primary cell wall structure.,"How cell wall elasticity, plasticity, and time-dependent extension (creep) relate to one another, to plant cell wall structure and to cell growth remain unsettled topics. To examine these issues without the complexities of living tissues, we treated cell-free strips of onion epidermal walls with various enzymes and other agents to assess which polysaccharides bear mechanical forces in-plane and out-of-plane of the cell wall. This information is critical for integrating concepts of wall structure, wall material properties, tissue mechanics, and mechanisms of cell growth. With atomic force microscopy we also monitored real-time changes in the wall surface during treatments. Driselase, a potent cocktail of wall-degrading enzymes, removed cellulose microfibrils in superficial lamellae sequentially, layer-by-layer, and softened the wall (reduced its mechanical stiffness), yet did not induce wall loosening (creep). In contrast Cel12A, a bifunctional xyloglucanase/cellulase, induced creep with only subtle changes in wall appearance. Both Driselase and Cel12A increased the tensile compliance, but differently for elastic and plastic components. Homogalacturonan solubilization by pectate lyase and calcium chelation greatly increased the indentation compliance without changing tensile compliances. Acidic buffer induced rapid cell wall creep via endogenous α-expansins, with negligible effects on wall compliances. We conclude that these various wall properties are not tightly coupled and thus reflect distinctive aspects of wall structure. Cross-lamellate networks of cellulose microfibrils influenced creep and tensile stiffness whereas homogalacturonan influenced indentation mechanics. This information is crucial for constructing realistic molecular models that define how wall mechanics and growth depend on primary cell wall structure. This article is protected by copyright. All rights reserved."
pectin chemistry cellulose crystallinity govern pavement cell morphogenesis multi step mechanism,CELLULAR/SUBCELLULAR,82.5% CELLULAR/SUBCELLULAR; 3.4% TISSUE/BIOMATERIAL; 2.4% CARDIOVASCULAR/CARDIOPULMONARY,"Altartouri B, Bidhendi AJ, Tani T, Suzuki J, Conrad C, Chebli Y, Liu N, Karunakaran C, Scarcelli G, Geitmann A,",*Plant physiology*,* [Pectin Chemistry and Cellulose Crystallinity Govern Pavement Cell Morphogenesis in a Multi-Step Mechanism.](https://www.ncbi.nlm.nih.gov/pubmed/31363005),Pectin Chemistry and Cellulose Crystallinity Govern Pavement Cell Morphogenesis in a Multi-Step Mechanism.,"Simple plant cell morphologies, such as cylindrical shoot cells, are determined by the extensibility pattern of the primary cell wall, which is thought to be largely dominated by cellulose microfibrils, but the mechanism leading to more complex shapes, such as the interdigitated patterns in the epidermis of many eudicotyledon leaves, is much less well understood. Details about the manner in which cell wall polymers at the periclinal wall regulate the morphogenetic process in epidermal pavement cells and mechanistic information about the initial steps leading to the characteristic undulations in the cell borders are elusive. Here, we used genetics and recently developed cell mechanical and imaging methods to study the impact of the spatio-temporal dynamics of cellulose and homogalacturonan pectin distribution during lobe formation in the epidermal pavement cells of Arabidopsis (<i>Arabidopsis thaliana</i>) cotyledons. We show that nonuniform distribution of cellulose microfibrils and demethylated pectin coincides with spatial differences in cell wall stiffness but may intervene at different developmental stages. We also show that lobe period can be reduced when demethyl-esterification of pectins increases under conditions of reduced cellulose crystallinity. Our data suggest that lobe initiation involves a modulation of cell wall stiffness through local enrichment in demethylated pectin, whereas subsequent increase in lobe amplitude is mediated by the stress-induced deposition of aligned cellulose microfibrils. Our results reveal a key role of noncellulosic polymers in the biomechanical regulation of cell morphogenesis."
modeling inflicted head injury shaking trauma children learn part systematic review animal models,CELLULAR/SUBCELLULAR,93.2% CELLULAR/SUBCELLULAR; 1.9% CARDIOVASCULAR/CARDIOPULMONARY; 1.4% TISSUE/BIOMATERIAL,"Vester MEM, Bilo RAC, Loeve AJ, van Rijn RR, van Zandwijk JP,","*Forensic science, medicine, and pathology*",* [Modeling of inflicted head injury by shaking trauma in children: what can we learn? : Part I: A systematic review of animal models.](https://www.ncbi.nlm.nih.gov/pubmed/30828765),Modeling of inflicted head injury by shaking trauma in children: what can we learn? : Part I: A systematic review of animal models.,"Inflicted blunt force trauma and/or repetitive acceleration-deceleration trauma in infants can cause brain injury. Yet, the exact pathophysiologic mechanism with its associated thresholds remains unclear. In this systematic review an overview of animal models for shaking trauma and their findings on tissue damage will be provided. A systematic review was performed in MEDLINE and Scopus for articles on the simulation of inflicted head injury in animals. After collection, the studies were independently screened by two researchers for title, abstract, and finally full text and on methodological quality. A total of 12 articles were included after full-text screening. Three articles were based on a single study population of 13 lambs, by one research group. The other 9 articles were separate studies in piglets, all by a single second research group. The lamb articles give some information on tissue damage after inflicted head injury. The piglet studies only provide information on consequences of a single plane rotational movement. Generally, with increasing age and weight, there was a decrease of axonal injury and death. Future studies should focus on every single step in the process of a free movement in all directions, resembling human infant shaking. In part II of this systematic review biomechanical models will be evaluated."
comparative biomechanical evaluation two technologically different microprocessor controlled prosthetic knee joints safety relevant daily life situations,CELLULAR/SUBCELLULAR,54.5% CELLULAR/SUBCELLULAR; 23.4% NEURAL; 5.3% TISSUE/BIOMATERIAL,"Bellmann M, Köhler TM, Schmalz T,",*Biomedizinische Technik. Biomedical engineering*,* [Comparative biomechanical evaluation of two technologically different microprocessor-controlled prosthetic knee joints in safety-relevant daily-life situations.](https://www.ncbi.nlm.nih.gov/pubmed/30540556),Comparative biomechanical evaluation of two technologically different microprocessor-controlled prosthetic knee joints in safety-relevant daily-life situations.,"Safety-relevant gait situations (walking on stairs and slopes, walking backwards, walking with small steps, simulated perturbations of swing phase extension) were investigated in a motion analysis laboratory with six unilateral transfemoral amputees using two different microprocessor-controlled prosthetic knee joints (Rheo Knee XC, C-Leg). A randomized crossover design was chosen. The study results imply that the performance and safety potential of a microprocessor-controlled knee joint can be associated with the individual control algorithms and the technological concepts that are implemented to generate motion resistances for controlling flexion and extension movements. When walking with small steps, advantages of the ""default swing"" concept used in the Rheo Knee XC were identified due to a highly reproducible swing phase release. However, when walking backwards, this concept may lead to an uncontrolled knee flexion which partly resulted in falls. When walking down stairs, walking on slopes or while recovering from a stumble after perturbations of the swing phase extension, the C-Leg demonstrated a reliable prosthetic side load-bearing capacity resulting in reduced loading on the residual body. In contrast, the Rheo Knee XC required increased compensatory movements of the remaining locomotor system in order to compensate for reduced load-bearing and safety reserves."
medial patellofemoral ligament reconstruction fails correct mild patella alta cases patellofemoral instability case control,CELLULAR/SUBCELLULAR,33.3% CELLULAR/SUBCELLULAR; 10.7% BONE; 9.8% COMPARATIVE,"Roessler PP, Wimmer MD, Jacobs C, Bornemann R, Stein T, Lahner M,",*International orthopaedics*,* [Medial patellofemoral ligament reconstruction fails to correct mild patella alta in cases of patellofemoral instability-a case-control study.](https://www.ncbi.nlm.nih.gov/pubmed/30225588),Medial patellofemoral ligament reconstruction fails to correct mild patella alta in cases of patellofemoral instability-a case-control study.,"Medial patellofemoral ligament reconstruction (MPFL-R) is the gold standard in patella soft tissue surgery for patellofemoral instability. Although claimed, recent reports indicate that MPFL-R may fail to distalize the patella in mild cases of patella alta. The present study is a retrospective case-control study to compare radiographic patella height between MPFL-R and historical Insall's proximal realignment (IPR) pre- and post-operatively with respect to distalization and assess redislocation rates at a mid-term follow-up."
antidepressant effect venlafaxine chronic unpredictable stress evidence involvement key enzymes responsible monoamine neurotransmitter synthesis metabolism,CELLULAR/SUBCELLULAR,85.8% CELLULAR/SUBCELLULAR; 2.8% NEURAL; 1.3% BONE,"Liu D, Hu XY, Xia HJ, Wang LJ, Shi P, Chen XP, Zhou QX,",*Molecular medicine reports*,* [Antidepressant effect of venlafaxine in chronic unpredictable stress: Evidence of the involvement of key enzymes responsible for monoamine neurotransmitter synthesis and metabolism.](https://www.ncbi.nlm.nih.gov/pubmed/31322231),Antidepressant effect of venlafaxine in chronic unpredictable stress: Evidence of the involvement of key enzymes responsible for monoamine neurotransmitter synthesis and metabolism.,"A number of studies have linked abnormalities in the function of the serotonergic and noradrenergic systems to the pathophysiology of depression. It has been reported that selective serotonin reuptake inhibitors promote the expression of tryptophan hydroxylase (TPH), which is involved in the synthesis of serotonin. However, limited evidence of TPH alteration has been found in selective serotonin and noradrenaline reuptake inhibitors (SNRIs), and more key enzymes need to be investigated. The aim of the present study was to determine whether venlafaxine (VLX; a classical SNRI) regulates TPH and other key enzymes responsible for the synthesis and metabolism of monoaminergic transmitters in rats with chronic unpredictable stress (CUS). The present results suggested that CUS‑exposed rats exhibited decreased locomotor activity in the open‑field test and increased immobility time in the forced swim test, as compared with the controls. Pretreatment with VLX (20 mg/kg) significantly increased locomotor activity and reduced immobility time in the CUS‑exposed rats. In addition, VLX (20 mg/kg) treatment prevented the CUS‑induced reduction in tyrosine hydroxylase and TPH expression in the cortex and hippocampus. Furthermore, VLX alleviated the CUS‑induced oxidative stress in the serum, cortex and hippocampus. However, VLX administration did not have an effect on indoleamine‑2,3‑dioxygenase overexpression in the hippocampus. It was therefore concluded that the regulation of abnormalities in the synthesis and metabolism of monoaminergic transmitters may be associated with the antidepressant effects of VLX, suggesting that multimodal pharmacological treatments can efficiently treat depression."
modelling chase run migration heterogeneous populations,CELLULAR/SUBCELLULAR,90.8% CELLULAR/SUBCELLULAR; 2.9% MODELING; 1.2% TISSUE/BIOMATERIAL,"Colombi A, Scianna M, Painter KJ, Preziosi L,",*Journal of mathematical biology*,* [Modelling chase-and-run migration in heterogeneous populations.](https://www.ncbi.nlm.nih.gov/pubmed/31468116),Modelling chase-and-run migration in heterogeneous populations.,"Cell migration is crucial for many physiological and pathological processes. During embryogenesis, neural crest cells undergo coordinated epithelial to mesenchymal transformations and migrate towards various forming organs. Here we develop a computational model to understand how mutual interactions between migrating neural crest cells (NCs) and the surrounding population of placode cells (PCs) generate coordinated migration. According to experimental findings, we implement a minimal set of hypotheses, based on a coupling between chemotactic movement of NCs in response to a placode-secreted chemoattractant (Sdf1) and repulsion induced from contact inhibition of locomotion (CIL), triggered by heterotypic NC-PC contacts. This basic set of assumptions is able to semi-quantitatively recapitulate experimental observations of the characteristic multispecies phenomenon of ""chase-and-run"", where the colony of NCs chases an evasive PC aggregate. The model further reproduces a number of in vitro manipulations, including full or partial disruption of NC chemotactic migration and selected mechanisms coordinating the CIL phenomenon. Finally, we provide various predictions based on altering other key components of the model mechanisms."
exploiting cervicolumbar connections enhances short term spinal cord plasticity induced rhythmic movement,CELLULAR/SUBCELLULAR,92.2% CELLULAR/SUBCELLULAR; 3.2% TISSUE/BIOMATERIAL; 1.2% NEURAL,"Pearcey GEP, Zehr EP,",*Experimental brain research*,* [Exploiting cervicolumbar connections enhances short-term spinal cord plasticity induced by rhythmic movement.](https://www.ncbi.nlm.nih.gov/pubmed/31286172),Exploiting cervicolumbar connections enhances short-term spinal cord plasticity induced by rhythmic movement.,"Arm cycling causes suppression of soleus (SOL) Hoffmann (H-) reflex that outlasts the activity period. Arm cycling presumably activates propriospinal networks that modulate Ia presynaptic inhibition. Interlimb pathways are thought to relate to the control of quadrupedal locomotion, allowing for smooth, coordinated movement of the arms and legs. We examined whether the number of active limb pairs affects the amount and duration of activity-dependent plasticity of the SOL H-reflex. On separate days, 14 participants completed 4 randomly ordered 30 min experimental sessions: (1) quiet sitting (CTRL); (2) arm cycling (ARM); (3) leg cycling (LEG); and (4) arm and leg cycling (A&L) on an ergometer. SOL H-reflex and M-wave were evoked via electrical stimulation of the tibial nerve. M-wave and H-reflex recruitment curves were recorded, while the participants sat quietly prior to, 10 and 20 min into, immediately after, and at 2.5, 5, 7.5, 10, 15, 20, 25, and 30 min after each experimental session. Normalized maximal H-reflexes were unchanged in CTRL, but were suppressed by > 30% during the ARM, LEG, and A&L. H-reflex suppression outlasted activity duration for ARM (≤ 2.5 mins), LEG (≤ 5 mins), and A&L (≤ 30 mins). The duration of reflex suppression after A&L was greater than the algebraic summation of ARM and LEG. This non-linear summation suggests that using the arms and legs simultaneously-as in typical locomotor synergies-amplifies networks responsible for the short-term plasticity of lumbar spinal cord excitability. Enhanced activity of spinal networks may have important implications for the implementation of locomotor training for targeted rehabilitation."
